area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Alfiya Nagar,4 Bedroom,Timber,1800,3,2,9000000
Super built-up  Area,Ready To Move,Alinchuvadu,2 BHK,Gilbert,4500,2,2,22500000
Plot  Area,Ready To Move,Alwaye,4 Bedroom,Crawfor,1551,4,2,7755000
Super built-up  Area,Ready To Move,Ambalamedu,3 BHK,NAmes,1600,2,2,8000000
Super built-up  Area,18-May,Ambelipadam Road,2 BHK,OldTown,1955,2,1,9775000
Built-up  Area,Ready To Move,Amrita Nagar,3 BHK,NAmes,1550,3,1,7750000
Super built-up  Area,Ready To Move,Aroor,3 BHK,NAmes,4820,2,2,24100000
Super built-up  Area,Ready To Move,Azad Road,4 BHK,NridgHt,1843,4,1,9215000
Built-up  Area,Ready To Move,Block Office Road,4 Bedroom,SawyerW,3640,3,1,18200000
Built-up  Area,Ready To Move,Bolghatty Palace Island Resort,3 BHK,Somerst,3000,3,1,15000000
Super built-up  Area,Ready To Move,Brahmapuram,4 BHK,BrkSide,4500,5,0,22500000
Super built-up  Area,Ready To Move,Cannon Shed Road,3 BHK,Somerst,1300,3,2,6500000
Super built-up  Area,Ready To Move,CBI Road,3 BHK,BrkSide,1000,3,1,5000000
Super built-up  Area,Ready To Move,Chakkalakkal,3 BHK,Somerst,2000,3,1,10000000
Super built-up  Area,18-Aug,Chakkalapadam Road,2 BHK,Edwards,1700,2,2,8500000
Super built-up  Area,19-Dec,Chakkarapparambu Road,2 BHK,Sawyer,1800,2,1,9000000
Built-up  Area,Ready To Move,Changampuzha Nagar,1 BHK,NAmes,1200,1,1,6000000
Super built-up  Area,Ready To Move,Changampuzha Park Road,2 BHK,NoRidge,1200,2,1,6000000
Plot  Area,Ready To Move,Chavakkadu Kochi,6 Bedroom,Blmngtn,1700,8,2,8500000
Super built-up  Area,Ready To Move,Chembakara,4 BHK,CollgCr,1650,4,2,8250000
Plot  Area,Ready To Move,Chembumukku,5 Bedroom,Mitchel,1500,5,1,7500000
Super built-up  Area,Ready To Move,Cherthala Taluk Alappuzha,3 BHK,Edwards,2500,2,2,12500000
Super built-up  Area,Ready To Move,Chilavannur,2 BHK,OldTown,2500,2,2,12500000
Built-up  Area,Ready To Move,Chitrapuzha Road,3 BHK,NridgHt,2460,3,2,12300000
Built-up  Area,Ready To Move,Chittethukara,3 BHK,NWAmes,2800,2,1,14000000
Super built-up  Area,18-May,Chunangamvely,2 BHK,Somerst,2466,2,1,12330000
Super built-up  Area,Ready To Move,Cochin College Road,3 BHK,NoRidge,1650,2,2,8250000
Super built-up  Area,Ready To Move,Convent Road,2 BHK,OldTown,810,2,2,4050000
Plot  Area,18-Feb,Deshabhimani,3 Bedroom,NAmes,1250,2,1,6250000
Super built-up  Area,Ready To Move,Desom,3 BHK,CollgCr,3654,3,2,18270000
Super built-up  Area,Ready To Move,Echamuku,3 BHK,NridgHt,3800,3,2,19000000
Super built-up  Area,18-Feb,Elamana Road,3 BHK,BrkSide,1456,3,1,7280000
Super built-up  Area,19-Mar,Eroor Road,3 BHK,NAmes,2456,3,2,12280000
Plot  Area,18-Aug,FACT Nagar,3 Bedroom,NWAmes,3654,3,2,18270000
Built-up  Area,Ready To Move,Gandhinagar Road,2 BHK,IDOTRR,2250,2,3,11250000
Super built-up  Area,Ready To Move,Good Earth Lane,2 BHK,CollgCr,4500,2,2,22500000
Plot  Area,Ready To Move,HMT Colony,5 Bedroom,Edwards,2000,5,1,10000000
Built-up  Area,Ready To Move,HMT Colony Road,3 BHK,OldTown,1600,3,2,8000000
Plot  Area,Ready To Move,HMT Kalamassery,7 Bedroom,Somerst,5000,6,,25000000
Super built-up  Area,Ready To Move,Idukki,2 BHK,NWAmes,5500,2,2,27500000
Plot  Area,Ready To Move,Janatha Road,2 Bedroom,Blmngtn,4500,2,0,22500000
Super built-up  Area,Ready To Move,Jawahar Nagar,2 BHK,CollgCr,1900,2,3,9500000
Super built-up  Area,Ready To Move,Jaya Nagar,1 BHK,NAmes,2000,1,1,10000000
Plot  Area,Ready To Move,Journalist Colony,6 Bedroom,MeadowV,1800,4,1,9000000
Super built-up  Area,18-Apr,Judgemukku Thrikkakara,2 BHK,Mitchel,1800,2,1,9000000
Built-up  Area,Ready To Move,Kaipadamugal,2 BHK,SWISU,1800,2,1,9000000
Super built-up  Area,18-Nov,Kakkanad Junction Road,2 BHK,Sawyer,2000,2,1,10000000
Plot  Area,Ready To Move,Kalabhavan Road,4 Bedroom,Edwards,1900,4,0,9500000
Plot  Area,Ready To Move,Kaloor Kadavanthara Road,3 Bedroom,Crawfor,1900,3,3,9500000
Super built-up  Area,Ready To Move,Kangarappady Navodaya Road,2 BHK,OldTown,1900,2,1,9500000
Super built-up  Area,21-Dec,Karikkamuri,2 BHK,NAmes,2000,2,1,10000000
Super built-up  Area,Ready To Move,Karimugal,2 BHK,NWAmes,1900,2,2,9500000
Super built-up  Area,Ready To Move,Karimugal Kaninadu Road,3 BHK,CollgCr,2000,3,2,10000000
Plot  Area,Ready To Move,Karingachira,2 Bedroom,StoneBr,1800,2,2,9000000
Super built-up  Area,Ready To Move,Karippassery,2 BHK,Gilbert,1800,2,3,9000000
Built-up  Area,Ready To Move,Karshaka Road,3 BHK,Blmngtn,2000,3,2,10000000
Super built-up  Area,Ready To Move,Karthikapally Taluk Alappuzha,2 BHK,Edwards,1900,2,1,9500000
Super built-up  Area,Ready To Move,Kasargod,2 BHK,CollgCr,1900,2,2,9500000
Built-up  Area,Ready To Move,KB Jacob Road,1 Bedroom,OldTown,1800,1,0,9000000
Super built-up  Area,Ready To Move,Kochangadi,3 BHK,Blmngtn,1800,3,3,9000000
Super built-up  Area,Ready To Move,Kochi Metropolitan Area,2 BHK,Timber,1900,2,3,9500000
Super built-up  Area,Ready To Move,Kochi Road,2 BHK,CollgCr,1800,2,2,9000000
Super built-up  Area,18-May,Kongorpilly Olanad Road,3 BHK,NAmes,1800,3,3,9000000
Super built-up  Area,Ready To Move,Kothamangalam,2 BHK,Timber,1800,2,1,9000000
Super built-up  Area,18-Mar,Kottayam Kochi,3 BHK,NAmes,1800,3,1,9000000
Super built-up  Area,19-Dec,Kozhikode,1 RK,BrDale,2200,1,0,11000000
Plot  Area,Ready To Move,Kumaranasan Road,5 Bedroom,SWISU,1800,4,1,9000000
Super built-up  Area,Ready To Move,Kumarapuram Temple Road,2 BHK,SWISU,2000,2,2,10000000
Built-up  Area,18-Aug,Kumbalam,3 BHK,NoRidge,1800,2,1,9000000
Super built-up  Area,Ready To Move,Kunnumpuram,2 BHK,CollgCr,1800,2,1,9000000
Super built-up  Area,Ready To Move,Kuthukuzhi,2 BHK,Crawfor,1800,2,2,9000000
Super built-up  Area,18-Aug,Kyomtha Seminary Road,2 BHK,Edwards,2000,2,1,10000000
Super built-up  Area,18-May,LakeshoreMadavana Service Road,2 BHK,Timber,1800,2,1,9000000
Super built-up  Area,Ready To Move,Layam Road,3 BHK,CollgCr,1600,2,2,8000000
Plot  Area,Ready To Move,Link Park Lane,3 Bedroom,MeadowV,1800,4,3,9000000
Super built-up  Area,18-Jul,Lisie Hospital Road,3 BHK,MeadowV,1800,3,2,9000000
Super built-up  Area,Ready To Move,Malikampeedika,3 BHK,Sawyer,1600,3,2,8000000
Super built-up  Area,Ready To Move,Mallapally Taluk Pathanamthitta,4 BHK,NWAmes,3500,4,3,17500000
Super built-up  Area,Ready To Move,Mallapuram,3 BHK,NridgHt,1200,4,,6000000
Super built-up  Area,22-May,Mannarakkara Road,4 BHK,SawyerW,1000,,,5000000
Super built-up  Area,19-Dec,Marine drive,4 BHK,NWAmes,1350,4,0,6750000
Super built-up  Area,Ready To Move,Market Road,4 BHK,Edwards,1435,5,2,7175000
Super built-up  Area,Ready To Move,Marottichuvadu,2 BHK,StoneBr,1900,2,2,9500000
Super built-up  Area,Ready To Move,Mattanchery,2 BHK,CollgCr,1800,2,1,9000000
Super built-up  Area,Ready To Move,Medical Centre Road,2 BHK,Mitchel,1500,3,2,7500000
Built-up  Area,Ready To Move,Medical College NAD Road,4 BHK,Edwards,1800,3,2,9000000
Super built-up  Area,Ready To Move,Menaka-MARINE DRIVE,2 BHK,Gilbert,1000,2,2,5000000
Super built-up  Area,Ready To Move,MLA Road,3 BHK,CollgCr,1300,2,3,6500000
Super built-up  Area,Ready To Move,Mundampalam,2 BHK,NAmes,3000,2,1,15000000
Built-up  Area,Ready To Move,Mundamveli,3 BHK,Edwards,1500,3,2,7500000
Super built-up  Area,Ready To Move,Munnar,3 BHK,CollgCr,1800,3,3,9000000
Super built-up  Area,Ready To Move,Muthukulam Village Kochi,3 BHK,NWAmes,2000,2,1,10000000
Super built-up  Area,Ready To Move,Navodaya North Millumpady,3 BHK,NridgHt,5000,3,1,25000000
Built-up  Area,Ready To Move,Nethaji Nagar,2 BHK,NoRidge,2500,2,1,12500000
Super built-up  Area,Ready To Move,NGO Quarters Kochi,2 BHK,NridgHt,1500,2,1,7500000
Super built-up  Area,Ready To Move,NGO Quarters Mavelipuram Road,2 BHK,Crawfor,1300,2,2,6500000
Super built-up  Area,Ready To Move,Nh Byepass,3 BHK,StoneBr,1050,2,2,5250000
Plot  Area,Ready To Move,Njarackal,4 Bedroom,IDOTRR,1600,4,2,8000000
Built-up  Area,18-Feb,Njarakkal,5 BHK,OldTown,1200,7,2,6000000
Plot  Area,Ready To Move,North Janatha Road,3 Bedroom,OldTown,3500,3,1,17500000
Built-up  Area,Ready To Move,North Kalamassery,6 Bedroom,NAmes,1350,5,0,6750000
Super built-up  Area,19-Oct,Ottapalam,3 BHK,ClearCr,4350,3,1,19575000
Super built-up  Area,Ready To Move,Padivattom,2 BHK,Gilbert,1900,2,2,8550000
Super built-up  Area,17-Sep,Palachuvadu,2 BHK,NAmes,1800,2,2,8100000
Super built-up  Area,18-May,Palakkad,2 BHK,MeadowV,3500,2,,15750000
Super built-up  Area,Ready To Move,Pallimugal Rd,3 BHK,NAmes,4800,3,2,21600000
Super built-up  Area,18-Mar,Panampilly Nagar Link Road,2 BHK,NAmes,5000,2,1,22500000
Super built-up  Area,Ready To Move,Panangad,4 BHK,NWAmes,1300,4,,5850000
Super built-up  Area,18-Aug,Paravur,2 BHK,Edwards,2000,2,1,9000000
Super built-up  Area,18-Jul,Pathadipalam,2 BHK,Edwards,1258,2,1,5661000
Super built-up  Area,Ready To Move,Pathirapally Village Ambalapuzha,2 BHK,CollgCr,1800,2,2,8100000
Built-up  Area,Ready To Move,Pattalam Road,2 BHK,Crawfor,1600,2,1,7200000
Super built-up  Area,Ready To Move,Perumbaikadu Village Kottayam,2 BHK,OldTown,1385,2,2,6232500
Super built-up  Area,Ready To Move,Pipeline Road,3 BHK,NAmes,2500,2,2,11250000
Super built-up  Area,Ready To Move,Ponnurunni,3 BHK,CollgCr,2000,3,2,9000000
Plot  Area,Ready To Move,Pottakuzhi Mamangalam Road,5 Bedroom,CollgCr,1300,5,2,5850000
Super built-up  Area,Ready To Move,PT Usha Road,3 BHK,NWAmes,4500,3,2,20250000
Built-up  Area,Ready To Move,Pulikillam East Road,3 BHK,Sawyer,1600,3,1,7200000
Built-up  Area,Ready To Move,Puthenpally,1 BHK,CollgCr,1000,1,1,4500000
Super built-up  Area,18-Nov,PuthiyaKavu Valavu Road,2 BHK,NAmes,1630,2,3,7335000
Built-up  Area,Ready To Move,Puthukkalavattom Road,3 BHK,Gilbert,2000,2,2,9000000
Super built-up  Area,Ready To Move,Rameshwaram Village,2 BHK,SawyerW,1600,2,1,7200000
Built-up  Area,Ready To Move,Ravipuram,4 Bedroom,MeadowV,1350,4,3,6075000
Super built-up  Area,Ready To Move,Residential House Kurambala,3 BHK,Somerst,1500,3,2,6750000
Super built-up  Area,Ready To Move,Seaport Airport Road,2 BHK,Edwards,1600,2,2,7200000
Built-up  Area,Ready To Move,Smartcity Road,3 BHK,Somerst,2900,3,3,13050000
Super built-up  Area,17-Jul,SN Junction Over Bridge,3 BHK,NAmes,1200,3,2,5400000
Super built-up  Area,Ready To Move,Society Road,2 BHK,Somerst,2255,2,1,10147500
Super built-up  Area,Ready To Move,South Kalamassery,4 BHK,SWISU,1400,3,2,6300000
Super built-up  Area,18-May,St James Church Rd,2 BHK,NAmes,1500,2,2,6750000
Super built-up  Area,Ready To Move,Stadium Link Road,3 BHK,NAmes,1600,2,1,7200000
Plot  Area,Ready To Move,Stadium Road,7 Bedroom,CollgCr,2700,9,2,12150000
Super built-up  Area,Ready To Move,Stadium Round,2 BHK,IDOTRR,1200,2,1,5400000
Super built-up  Area,18-Oct,TD Road,3 BHK,StoneBr,4600,2,3,20700000
Super built-up  Area,Ready To Move,Thamaramkulangara Road,2 BHK,BrkSide,1650,2,2,7425000
Super built-up  Area,Ready To Move,Thattampady,3 BHK,NWAmes,5520,3,1,24840000
Built-up  Area,Ready To Move,Thiruvaniyoor,1 RK,SWISU,3900,1,1,17550000
Super built-up  Area,Ready To Move,Thoppumpady,2 BHK,NAmes,1800,2,2,8100000
Built-up  Area,Ready To Move,Thottumugham,3 Bedroom,NAmes,4500,3,1,20250000
Plot  Area,Ready To Move,Thrippunithura,4 Bedroom,NAmes,1551,5,1,6979500
Super built-up  Area,19-Oct,Thuthiyoor Road,3 BHK,BrDale,1600,2,2,7200000
Plot  Area,Ready To Move,Trichur,3 Bedroom,NoRidge,1955,2,1,8797500
Super built-up  Area,Ready To Move,Uliyannoor,4 BHK,SawyerW,1550,,,6975000
Super built-up  Area,18-Aug,Unichira Kochi,3 BHK,Gilbert,4820,2,1,21690000
Super built-up  Area,Ready To Move,Unnichira Koonamthai,3 BHK,Gilbert,1843,2,1,8293500
Built-up  Area,Ready To Move,Vadakkekotta Kochi,3 BHK,NridgHt,3640,2,1,16380000
Super built-up  Area,Ready To Move,Vadasserikkara Village Ranni,2 BHK,Gilbert,3000,2,2,13500000
Plot  Area,Ready To Move,Valanjambalam,3 Bedroom,NWAmes,4500,3,1,20250000
Built-up  Area,Ready To Move,Valappu,2 BHK,NAmes,1300,2,1,5850000
Built-up  Area,Ready To Move,Vallarpadam Church Road,3 BHK,NAmes,1000,2,3,4500000
Super built-up  Area,18-Jul,Vallikavu Road,2 BHK,OldTown,2000,2,1,9000000
Super built-up  Area,Ready To Move,Veli Road,3 BHK,NridgHt,1700,3,1,7650000
Super built-up  Area,Ready To Move,Vidya Nagar Colony,2 BHK,Gilbert,1800,2,2,8100000
Super built-up  Area,Ready To Move,Kakkanad,2 BHK,Sawyer,1200,2,1,5400000
Super built-up  Area,18-Dec,Pukkattupady,4 BHK,Sawyer,1200,5,0,5400000
Super built-up  Area,Ready To Move,Kaloor,2 BHK,NAmes,1700,2,2,7650000
Built-up  Area,Ready To Move,Aluva,2 BHK,IDOTRR,1650,2,3,7425000
Super built-up  Area,Ready To Move,Edappally,2 BHK,CollgCr,1500,2,2,6750000
Super built-up  Area,Ready To Move,Marine Drive,4 BHK,Edwards,2500,5,,11250000
Built-up  Area,Ready To Move,Eroor,1 Bedroom,Edwards,2500,1,0,11250000
Super built-up  Area,Ready To Move,Kadavanthra,3 BHK,Gilbert,2460,2,3,11070000
Super built-up  Area,20-Dec,Thripunithura,2 BHK,NAmes,2800,2,2,12600000
Super built-up  Area,18-May,Kuzhivelippady,2 BHK,Blmngtn,2466,2,1,11097000
Super built-up  Area,18-Feb,Vypin Pallipuram Road,4 BHK,Gilbert,1650,4,1,7425000
Built-up  Area,Ready To Move,Elamakkara,2 BHK,Gilbert,1800,2,1,8100000
Super built-up  Area,Ready To Move,Vennala,2 BHK,OldTown,1250,2,1,5625000
Super built-up  Area,21-Jun,Panampilly Nagar,1 BHK,SWISU,3654,1,0,16443000
Super built-up  Area,Ready To Move,Perumbavoor,2 BHK,Mitchel,3800,2,2,17100000
Super built-up  Area,Ready To Move,Kalamassery,2 BHK,OldTown,1456,2,2,6552000
Super built-up  Area,21-Jan,Maradu,2 BHK,SawyerW,2456,2,1,11052000
Super built-up  Area,19-Dec,Vaduthala,3 BHK,Gilbert,3654,3,3,16443000
Super built-up  Area,Ready To Move,Kakkanad Pallikara Road,2 BHK,BrkSide,2250,2,1,10125000
Super built-up  Area,Ready To Move,vyttila,2 BHK,NAmes,4500,2,1,20250000
Super built-up  Area,Ready To Move,Vytilla,3 BHK,Sawyer,2000,2,3,9000000
Super built-up  Area,Ready To Move,Angamaly,3 BHK,Mitchel,1600,3,2,7200000
Plot  Area,Ready To Move,Thammanam,4 Bedroom,BrkSide,5000,4,3,22500000
Super built-up  Area,Ready To Move,Thevara,2 BHK,NAmes,5500,2,2,24750000
Super built-up  Area,Ready To Move,Vazhakkala,2 BHK,NWAmes,4500,2,2,20250000
Super built-up  Area,Ready To Move,Pallikkara,3 BHK,CollgCr,2400,3,2,10800000
Super built-up  Area,Ready To Move,Thevakkal,3 BHK,Sawyer,1200,3,3,5400000
Super built-up  Area,19-Jul,Palarivattom,3 BHK,Edwards,1000,3,1,4500000
Built-up  Area,Ready To Move,Thrikkakara,4 BHK,BrkSide,1350,4,2,6075000
Super built-up  Area,Ready To Move,Nedumbassery,2 BHK,SawyerW,1435,2,1,6457500
Super built-up  Area,22-Jun,Ernakulam South,3 BHK,Crawfor,1900,3,2,8550000
Super built-up  Area,Ready To Move,Padamughal,2 BHK,OldTown,1800,2,2,8100000
Super built-up  Area,Ready To Move,Thykoodam,3 BHK,OldTown,1500,3,2,6750000
Built-up  Area,Ready To Move,Elamkulam,2 BHK,NAmes,1800,2,1,8100000
Plot  Area,Ready To Move,Edathala,4 Bedroom,Edwards,1000,3,2,4500000
Super built-up  Area,Ready To Move,Kangarappady,3 BHK,Crawfor,1300,3,2,5850000
Super built-up  Area,Ready To Move,Mamangalam,2 BHK,IDOTRR,3000,2,3,13500000
Built-up  Area,Ready To Move,Varapuzha,2 BHK,NAmes,1500,2,1,6750000
Super built-up  Area,18-May,Mulanthuruthy,3 BHK,Veenker,1800,2,1,8100000
Super built-up  Area,18-Jul,Kathrikadavu,3 BHK,NAmes,2000,3,2,9000000
Super built-up  Area,Ready To Move,Kurlad Anganvadi Road,3 BHK,NridgHt,5000,3,3,22500000
Super built-up  Area,Ready To Move,MG Road,3 BHK,Somerst,2500,3,2,11250000
Super built-up  Area,Ready To Move,Kacheripady,2 BHK,NWAmes,1500,2,2,6750000
Super built-up  Area,19-Dec,Cheranalloor,4 BHK,NPkVill,1300,4,3,5850000
Super built-up  Area,Ready To Move,Chambakkara Kannadikadu Road,2 BHK,Crawfor,1050,2,2,4725000
Super built-up  Area,Ready To Move,Chottanikkara,3 BHK,Sawyer,1600,2,1,7200000
Super built-up  Area,Ready To Move,High Court Road,6 BHK,Sawyer,1200,9,1,5400000
Super built-up  Area,18-May,Infopark,3 BHK,Veenker,3500,3,1,15750000
Built-up  Area,Ready To Move,Kannankulangara,3 BHK,NridgHt,1350,2,2,6075000
Plot  Area,18-Jul,Keerthi Nagar Road,4 Bedroom,CollgCr,4350,4,,19575000
Built-up  Area,Ready To Move,Kochi,3 BHK,Gilbert,1900,2,2,8550000
Super built-up  Area,Ready To Move,Kundannoor,2 BHK,Edwards,1800,2,1,8100000
Super built-up  Area,Ready To Move,Manjummel,2 BHK,NoRidge,3500,2,1,15750000
Built-up  Area,Ready To Move,Puthiyakavu,3 BHK,Mitchel,4800,3,2,21600000
Built-up  Area,Ready To Move,Sahodaran Ayyappan Road,3 BHK,NAmes,5000,3,2,22500000
Super built-up  Area,Ready To Move,Shenoys,3 BHK,Somerst,1300,3,2,5850000
Plot  Area,Ready To Move,Thengode Edachira Road,4 Bedroom,ClearCr,2000,3,1,9000000
Super built-up  Area,18-May,Thiruvankulam Chottanikkara Road,2 BHK,Crawfor,1258,2,1,5661000
Built-up  Area,Ready To Move,Thottakkattukara,3 BHK,NoRidge,1800,2,1,8100000
Super built-up  Area,Ready To Move,Pallimukku,2 BHK,Mitchel,1600,2,2,7200000
Plot  Area,Ready To Move,Perumanoor,3 Bedroom,OldTown,1385,2,1,6232500
Plot  Area,Ready To Move,Chittoor Road,3 Bedroom,Crawfor,2500,3,2,11250000
Super built-up  Area,21-Jul,Chalikkavattom,2 BHK,Edwards,2000,2,0,9000000
Super built-up  Area,Ready To Move,Eroor South,3 BHK,Timber,1300,2,2,5850000
Super built-up  Area,Ready To Move,Fortkochi,2 BHK,Crawfor,4500,2,2,20250000
Super built-up  Area,19-Mar,Kadungalloor,3 BHK,NoRidge,1600,3,2,7200000
Built-up  Area,Ready To Move,Kathrikadavu Railway Over Bridge,2 BHK,OldTown,1000,2,2,4500000
Super built-up  Area,Ready To Move,Mini Bypass Tripunithura Road,2 BHK,Timber,1630,2,2,7335000
Super built-up  Area,Ready To Move,Ponekkara,2 BHK,Edwards,2000,2,2,9000000
Super built-up  Area,Ready To Move,Puthencruz,3 BHK,OldTown,1600,2,2,7200000
Super built-up  Area,18-Dec,Chilavannoor,2 BHK,NoRidge,1350,2,2,6075000
Super built-up  Area,Ready To Move,Thrikkakara North,3 BHK,CollgCr,1500,3,3,6750000
Super built-up  Area,Ready To Move,Vazhakkulam,3 BHK,Gilbert,1600,3,3,7200000
Super built-up  Area,Ready To Move,North Paravoor,2 BHK,Mitchel,2900,2,2,13050000
Super built-up  Area,Ready To Move,Athani Mundapalam Road,2 BHK,Somerst,1200,2,2,5400000
Plot  Area,Ready To Move,Chakkaraparambu,7 Bedroom,OldTown,2255,4,2,10147500
Super built-up  Area,Ready To Move,Chembumukku Road,3 BHK,Mitchel,1400,2,1,6300000
Super built-up  Area,21-Jan,Choornikkara,2 BHK,Sawyer,1500,2,1,6750000
Built-up  Area,Ready To Move,Chullickal,2 BHK,Gilbert,1600,2,0,7200000
Super built-up  Area,Ready To Move,Elamakkara Road,2 BHK,Gilbert,2700,2,2,12150000
Plot  Area,Ready To Move,Elamkulam Bridge,4 Bedroom,OldTown,1200,3,1,5400000
Super built-up  Area,Ready To Move,Ernakulam North Kathrikadavu,2 BHK,CollgCr,4600,2,2,20700000
Built-up  Area,Ready To Move,Eroor Rd,2 BHK,Sawyer,1650,2,2,7425000
Super built-up  Area,Ready To Move,Ettumanoor Ernakulam Rd,4 BHK,NAmes,5520,5,,24840000
Super built-up  Area,Ready To Move,Gandhi Nagar,2 BHK,CollgCr,3900,2,1,17550000
Super built-up  Area,Ready To Move,Hill Palace Road,2 BHK,BrkSide,1800,2,1,8100000
Super built-up  Area,Ready To Move,Irumpanam,4 BHK,CollgCr,4500,5,1,20250000
Plot  Area,Ready To Move,Kadavanthara Road,2 Bedroom,NWAmes,1551,2,2,6979500
Plot  Area,Ready To Move,Kakkanad,4 Bedroom,SawyerW,1600,2,0,7200000
Plot  Area,Ready To Move,Kakkanad NGO Quarters Road,4 Bedroom,SawyerW,1955,4,,8797500
Built-up  Area,Ready To Move,Kakkanad Road,2 BHK,CollgCr,1550,1,2,6975000
Super built-up  Area,Ready To Move,Kaladi,3 BHK,NAmes,4820,3,3,21690000
Super built-up  Area,Ready To Move,Kannamkulangara Road,3 BHK,Somerst,1843,2,2,8293500
Super built-up  Area,Ready To Move,Karukutty,3 BHK,SawyerW,3640,3,2,16380000
Super built-up  Area,20-Dec,Kochi Madurai Dhanushkodi Road,2 BHK,Gilbert,3000,2,1,13500000
Super built-up  Area,Ready To Move,Kollamkudimugal,2 BHK,Edwards,4500,2,2,20250000
Super built-up  Area,Ready To Move,KP Vallon Road,3 BHK,Sawyer,1300,2,2,5850000
Super built-up  Area,18-Apr,Mulavukad,3 BHK,NAmes,1000,2,1,4500000
Super built-up  Area,Ready To Move,Muppathadam Road,3 BHK,Sawyer,2000,3,2,9000000
Super built-up  Area,Ready To Move,Muttambalam Village Kottayam,3 BHK,Sawyer,1700,3,2,7650000
Super built-up  Area,Ready To Move,Muvattupuzha,3 BHK,Somerst,1800,4,3,8100000
Plot  Area,18-May,Naroth Road,3 Bedroom,BrkSide,1200,3,1,5400000
Super built-up  Area,Ready To Move,Nettoor,2 BHK,BrDale,1200,2,2,5400000
Built-up  Area,18-Dec,Pachalam,3 BHK,NAmes,1700,2,1,7650000
Plot  Area,Ready To Move,Palluruthy,3 Bedroom,Sawyer,1650,2,0,7425000
Super built-up  Area,Ready To Move,Panchayat Road,2 BHK,NAmes,1500,2,3,6750000
Plot  Area,Ready To Move,Periyar Nagar,3 Bedroom,NAmes,2500,2,2,11250000
Super built-up  Area,21-Dec,Pinarmunda Infopark Short Road,1 BHK,Gilbert,2500,1,1,11250000
Super built-up  Area,21-May,Poonithura,3 BHK,NAmes,2460,3,2,11070000
Super built-up  Area,Ready To Move,Pukkattupady Road,2 BHK,Somerst,2800,2,1,12600000
Super built-up  Area,Ready To Move,Pullepady,2 BHK,NAmes,2466,2,2,11097000
Super built-up  Area,19-Mar,Puthiya Road,3 BHK,NridgHt,1650,3,2,7425000
Super built-up  Area,Ready To Move,Salem Kochi Highway,3 BHK,NAmes,810,3,1,3645000
Super built-up  Area,Ready To Move,Satellite Township Padamughal,2 BHK,Sawyer,1250,2,,5625000
Super built-up  Area,Ready To Move,SRM Road,2 BHK,NAmes,3654,2,2,16443000
Super built-up  Area,18-Apr,Thevara Ferry Road,2 BHK,NAmes,3800,2,1,17100000
Built-up  Area,Ready To Move,Vidya Nagar Colony Thrikkakara,3 BHK,NAmes,1456,2,1,6552000
Super built-up  Area,Ready To Move,Warriyam Road,2 BHK,SWISU,2456,2,1,11052000
Super built-up  Area,Ready To Move,Ayyappankavu,2 BHK,Crawfor,3654,2,0,16443000
Super built-up  Area,Ready To Move,Valummel,2 BHK,NridgHt,2250,2,2,10125000
Plot  Area,Ready To Move,Edakochi,4 Bedroom,CollgCr,4500,4,1,20250000
Super built-up  Area,Ready To Move,Panayappilly,2 BHK,SawyerW,2000,2,1,9000000
Super built-up  Area,Ready To Move,South Chittoor,3 BHK,Timber,1600,3,1,7200000
Super built-up  Area,Ready To Move,Eloor,2 BHK,CollgCr,5000,2,2,22500000
Super built-up  Area,Ready To Move,Kunnathunad,2 BHK,Somerst,5500,2,1,24750000
Super built-up  Area,Ready To Move,Veliyathunadu,2 BHK,NWAmes,4500,2,2,20250000
Super built-up  Area,18-Dec,Koonammavu,3 BHK,NridgHt,1200,2,1,5400000
Super built-up  Area,Ready To Move,Puthenkurish,2 BHK,Crawfor,1000,2,2,4500000
Super built-up  Area,Ready To Move,Kunnukara,1 BHK,NWAmes,1350,1,1,6075000
