area_type,price,total_sqft,location,size,availability,bath,balcony,SwimmingPool,society,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Refrigerator
Super built-up  Area,7845999,1204,Brookefield,3 BHK,Ready To Move,3,9,9,Incksaf,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,10300000,721,Brookefield,3 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11900000,956,Brookefield,2 BHK,Ready To Move,2,9,9,Dural C,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9300000,2170,Junnasandra,2 BHK,Ready To Move,2,9,9,Niara S,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,7040000,1691,Junnasandra,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,18100000,1225,Budigere Cross,2 BHK,Ready To Move,2,9,9,GMown E,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,6169000,1253,HSR Layout,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,24900000,427,HSR Layout,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,12300000,1746,HSR Layout,2 Bedroom,Ready To Move,1,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,20600000,810,HSR Layout,3 BHK,Ready To Move,4,9,9,AkletBa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8025000,1433,HSR Layout,3 BHK,Ready To Move,2,9,9,AkonyHa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,17300000,1408,RR Nagar,7 Bedroom,Ready To Move,6,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4671000,2494,Whitefield Hope Farm Junction,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8672000,1038,Narayanapura on Hennur Main Road,1 BHK,Ready To Move,1,9,9,IBityin,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5229000,910,Harlur,2 BHK,Ready To Move,2,9,9,Elentrk,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5780000,1162,Kasavanahalli,3 BHK,Ready To Move,3,9,9,NDionas,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8545000,1144,Carmelaram,4 BHK,Ready To Move,6,9,9,Prtanha,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6381000,1899,Kasavanahalli,3 BHK,18-Jul,3,9,9,ViistLa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,5364000,1271,Carmelaram,7 Bedroom,Ready To Move,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6201000,1192,Kasavanahalli,2 BHK,19-Jul,2,9,9,Soazak ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,8716000,1233,Carmelaram,6 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8100000,1937,Kasavanahalli,2 BHK,Ready To Move,2,9,9,PrityTr,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5970000,1675,Varthur,2 BHK,18-Aug,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5964000,1205,Varthur,1 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5503000,1269,Harlur,2 BHK,19-Dec,2,9,9,Shestlo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,5625000,1171,Harlur,3 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,5329000,1197,Harlur,4 BHK,Ready To Move,4,9,9,PueraRi,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9267000,969,Sarjapur Road Wipro To Railway Crossing,2 BHK,Ready To Move,1,9,9,Itelaa ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8717000,1685,Sarjapur Road Wipro To Railway Crossing,1 BHK,Ready To Move,1,9,9,ItRRVna,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8045999,1585,Sarjapur Road Wipro To Railway Crossing,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,6986000,1463,Sarjapur Road Wipro To Railway Crossing,3 BHK,Ready To Move,3,9,9,Soweray,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6081000,1277,Carmelaram,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7891000,1111,Carmelaram,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,6070000,1443,Carmelaram,3 BHK,Ready To Move,2,9,9,LencyRe,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5961000,1109,Carmelaram,3 BHK,Ready To Move,3,9,9,ChionCo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8442000,1089,Carmelaram,3 BHK,Ready To Move,2,9,9,Baowsig,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,9003000,1544,Carmelaram,2 BHK,18-Dec,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5923000,1647,Carmelaram,2 BHK,Ready To Move,2,9,9,RInceeg,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6174000,1082,Carmelaram,3 BHK,Ready To Move,2,9,9,Vasta C,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5994000,1128,Carmelaram,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8180000,1095,Carmelaram,2 BHK,17-Aug,2,9,9,Sothin ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7662000,1496,Carmelaram,3 BHK,Ready To Move,2,9,9,SoapeSu,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,5000000,1401,Carmelaram,2 BHK,Ready To Move,2,9,9,Dhnts A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5780000,486,Harlur,2 BHK,Ready To Move,2,9,9,Aaityi ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6201000,1144,Carmelaram,3 BHK,Ready To Move,3,9,9,RNvasth,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8441000,1233,Carmelaram,3 BHK,Ready To Move,3,9,9,Deiveer,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5143000,891,Harlur,2 BHK,21-Sep,2,9,9,Vasisvi,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12100000,1143,Kasavanahalli,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8672000,1213,Harlur,2 BHK,20-Dec,2,9,9,ArndsSk,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,5229000,910,Harlur,2 Bedroom,Ready To Move,1,9,9,Bhgarve,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8545000,1162,Kasavanahalli,3 BHK,Ready To Move,3,9,9,SVnamnd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6381000,1899,Kasavanahalli,2 BHK,Ready To Move,2,9,9,SoechHa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,5364000,1271,Carmelaram,3 BHK,Ready To Move,3,9,9,Itnaia ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8716000,1192,Kasavanahalli,3 BHK,Ready To Move,3,9,9,MCtleas,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,8100000,1937,Kasavanahalli,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5970000,1675,Varthur,3 BHK,Ready To Move,3,9,9,Mapleer,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,6187000,1205,Varthur,2 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,6780000,1250,Varthur,3 BHK,18-Aug,2,9,9,Vrenty ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,8070000,1375,Varthur,2 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,8954000,1665,Varthur,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8800000,1216,Varthur,4 BHK,Ready To Move,5,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,15400000,1195,Varthur,3 BHK,Ready To Move,2,9,9,Ahownve,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,11000000,2321,Varthur,2 BHK,Ready To Move,2,9,9,SJodsed,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7595999,1655,Varthur,3 BHK,Ready To Move,2,9,9,MenueNo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7281000,1310,Varthur,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,7995999,1251,Varthur,3 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,10100000,1385,Varthur,2 BHK,Ready To Move,2,9,9,Kenia G,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7329000,1470,Hosa Road,3 BHK,Ready To Move,3,9,9,Leate O,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,10800000,1260,Varthur,4 Bedroom,Ready To Move,5,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4076000,1575,Hosa Road,2 BHK,21-Dec,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,9446000,651,Varthur,2 BHK,19-Jul,2,9,9,Soazak ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11700000,1360,Hosa Road,3 BHK,Ready To Move,3,9,9,SodilDa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,9118000,1715,Hosa Road,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,8306999,1595,Varthur,5 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Carpet  Area,8958000,1184,Hosa Road,2 BHK,Ready To Move,2,9,9,Jancyva,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4883000,1565,Varthur,2 BHK,Ready To Move,2,9,9,Prthand,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7703000,655,Hosa Road,3 BHK,18-Jan,3,9,9,Prarkun,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,11500000,1330,Varthur,2 BHK,Ready To Move,2,9,9,Brods W,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8378000,1680,Hosa Road,2 BHK,19-Dec,2,9,9,Goted U,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5951000,1195,Hosa Road,2 BHK,18-Dec,2,9,9,Marnara,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,8216000,820,Hosa Road,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,19500000,1170,Hosa Road,1 BHK,18-Apr,1,9,9,Prtates,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,18500000,2597,Harlur,3 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12500000,2569,Harlur,2 BHK,18-Jul,2,9,9,Mahesr ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,18000000,1775,Whitefield Hope Farm Junction,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,12200000,2591,Whitefield Hope Farm Junction,2 BHK,18-Apr,2,9,9,MJtroty,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,11700000,1730,Whitefield Hope Farm Junction,2 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3915999,1597,Kannamangala,2 BHK,18-Jun,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,2691000,1310,Narayanaghatta,2 BHK,Ready To Move,2,9,9,RatosAr,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3946000,900,Narayanaghatta,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,3528000,1320,Narayanaghatta,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,3677000,1180,Narayanaghatta,3 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,3094000,1230,Narayanaghatta,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3886999,1035,Narayanaghatta,3 BHK,Ready To Move,3,9,9,Prhtsok,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,4006000,1300,Narayanaghatta,3 BHK,18-Aug,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,3229000,1340,Narayanaghatta,5 Bedroom,Ready To Move,5,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3217000,1080,Narayanaghatta,3 BHK,Ready To Move,2,9,9,Aklia R,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3217000,1154,Gottigere,3 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3217000,1154,Gottigere,3 BHK,18-Dec,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3217000,1154,Gottigere,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5500000,1154,Gottigere,4 BHK,Ready To Move,5,9,9,Prionad,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,5500000,692,Anjanapura Township,3 BHK,18-Aug,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,4600000,692,Anjanapura Township,4 Bedroom,Ready To Move,3,9,9,Feowsdi,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,4000000,1389,Subramanyapura,3 BHK,22-Jun,3,9,9,GoAirej,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,4000000,1114,Horamavu,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,2800000,1140,Yelahanka,2 BHK,Ready To Move,2,9,9,ACiteda,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,38200000,1075,Hurulichikanahalli,3 BHK,Ready To Move,2,9,9,Vasta C,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,30299999,3800,Hebbal,4 BHK,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,7600000,3335,Hebbal,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,7600000,1527,Marathahalli,3 BHK,Ready To Move,3,9,9,PuandHi,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,9400000,1527,Marathahalli,2 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,32599999,1485,Ramamurthy Nagar,2 BHK,Ready To Move,2,9,9,DSingSt,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,32799999,2415,Rajajinagar,3 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,32200000,2436,Rajajinagar,2 BHK,Ready To Move,1,9,9,Assha A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,48600000,2390,Rajajinagar,2 BHK,Ready To Move,2,9,9,Mayne A,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,26400000,3600,Rajajinagar,1 BHK,20-Dec,1,9,9,GolusLi,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,49100000,1760,Rajajinagar,2 BHK,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,34800000,3643,Rajajinagar,2 BHK,19-Mar,2,9,9,Sosisic,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,33200000,2578,Rajajinagar,2 BHK,Ready To Move,2,9,9,Malowr ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,35100000,2461,Rajajinagar,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,13400000,2601,Rajajinagar,4 Bedroom,Ready To Move,4,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Built-up  Area,16900000,1510,Begur,3 BHK,Ready To Move,3,9,9,Arnorya,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,3900000,1903,Begur,4 Bedroom,Ready To Move,3,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,2400000,1573,Attibele,3 BHK,Ready To Move,3,9,9,Vaonyi ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,3900000,994,Attibele,3 BHK,Ready To Move,3,9,9,RothaVa,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Plot  Area,2900000,1573,Attibele,3 Bedroom,Ready To Move,2,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Super built-up  Area,2400000,1174,Attibele,2 BHK,Ready To Move,2,9,9,Prlmsge,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
