id,area_type,price,total_sqft,location,size,availability,bath,balcony,society,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,LandscapedGardens,ATM,School,CarParking,Hospital,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea
879,Super built-up  Area,21100000,2500,Sector 19 Dwarka,3 BHK,Ready To Move,2,1,Sawyer,1961,1995,6,2010,85,88,1155,0,0,0,0,0,0,0,5,7,0,899,0,210,1109,1155,0,0,1155
880,Super built-up  Area,4100000,865,Uttam Nagar,3 BHK,Ready To Move,1,1,CollgCr,1978,2005,7,2009,20,NA,864,0,1,0,0,0,0,0,5,8,90,646,0,218,864,864,0,0,864
881,Built-up  Area,4100000,865,Uttam Nagar,3 BHK,Ready To Move,1,1,Edwards,2005,2006,6,2007,20,60,1090,0,0,0,0,0,0,0,5,5,0,980,0,110,1090,1090,0,0,1090
882,Super built-up  Area,2500000,550,Uttam Nagar,2 BHK,Ready To Move,1,1,Timber,1990,1991,4,2007,50,44,1187,530,1,0,0,0,0,0,7,5,117,902,0,254,1156,1187,530,0,1717
883,Super built-up  Area,2500000,550,Uttam Nagar,1 BHK,18-May,2,1,Gilbert,1992,1993,12,2009,60,NA,808,785,0,0,0,0,0,0,6,5,0,0,0,808,808,808,785,0,1593
884,Super built-up  Area,4100000,865,Uttam Nagar,3 BHK,21-Jan,2,1,SWISU,1912,1950,3,2006,75,60,954,795,1,0,0,0,0,0,4,5,0,0,0,795,795,954,795,481,2230
885,Plot  Area,3500000,650,Sector 9 Dwarka,3 Bedroom,Ready To Move,1,1,NAmes,1967,1967,7,2009,20,65,892,0,0,0,0,0,0,0,5,5,60,432,0,460,892,892,0,0,892
886,Built-up  Area,4600000,850,Sector 9 Dwarka,7 Bedroom,Ready To Move,1,1,Somerst,1999,2000,1,2008,120,50,1709,0,0,0,0,0,0,0,9,5,60,1238,0,460,1698,1709,0,0,1709
887,Super built-up  Area,3000000,658,Dwarka Mor,1 BHK,18-Jun,2,1,NAmes,1959,2005,6,2006,90,70,1712,0,1,0,0,0,0,0,5,5,122,528,0,1098,1626,1712,0,0,1712
888,Super built-up  Area,14900000,1700,Sector 4 Dwarka,2 BHK,18-Sep,2,1,Edwards,1955,1955,4,2008,50,59,872,521,1,1,0,0,1,0,5,7,0,0,0,816,816,872,521,0,1393
889,Built-up  Area,13899999,1600,Sector 23 Dwarka,5 Bedroom,Ready To Move,1,1,NAmes,1970,1970,10,2007,20,95,2217,0,0,0,0,0,0,0,8,6,0,351,823,1043,2217,2217,0,0,2217
890,Plot  Area,18000000,2000,Sector 11 Dwarka,5 Bedroom,Ready To Move,2,1,NAmes,1953,1953,2,2009,20,128,1505,0,0,0,0,0,0,0,6,4,90,1024,0,481,1505,1505,0,0,1505
891,Super built-up  Area,12400000,1300,Sector 13 Dwarka,3 BHK,Ready To Move,1,1,NAmes,1949,2006,7,2007,50,60,672,252,1,1,0,0,1,0,5,7,0,0,0,672,672,672,252,0,924
892,Super built-up  Area,4800000,900,nawada,2 BHK,Ready To Move,1,1,Sawyer,1978,1978,7,2009,60,70,918,765,0,0,0,0,0,0,6,5,92,226,500,192,918,918,765,0,1683
893,Plot  Area,2600000,600,nawada,3 Bedroom,Ready To Move,2,1,Sawyer,1963,2003,2,2006,20,70,1068,0,1,0,0,0,0,0,6,8,0,663,0,396,1059,1068,0,0,1068
894,Built-up  Area,10700000,1638,Shanti Park Dwarka,2 BHK,Ready To Move,1,1,Sawyer,1954,1954,6,2008,20,NA,1383,0,1,1,0,0,1,0,5,5,0,1064,0,319,1383,1383,0,0,1383
895,Super built-up  Area,5200000,900,Dwarka Mor,2 BHK,Ready To Move,1,1,SawyerW,1979,1979,6,2009,90,64,1535,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1535,0,0,1535
896,Super built-up  Area,4200000,820,Dwarka Mor,2 BHK,Ready To Move,2,1,NAmes,1963,1963,10,2008,60,71,983,813,0,0,0,0,0,0,6,5,415,400,0,380,780,983,813,0,1796
897,Super built-up  Area,6000000,1200,Dwarka Mor,2 BHK,Ready To Move,1,1,IDOTRR,1936,1950,4,2006,30,50,951,0,0,0,0,0,0,0,4,6,0,285,0,666,951,951,0,0,951
898,Super built-up  Area,3200000,650,Dwarka Mor,2 BHK,17-Mar,1,1,SawyerW,1979,1979,6,2009,90,64,1120,1120,0,0,0,0,0,0,5,5,0,0,0,0,0,1120,1120,0,2240
899,Plot  Area,6000000,1000,Dwarka Mor,1 Bedroom,Ready To Move,2,1,NridgHt,2009,2010,3,2010,20,100,2364,0,0,0,0,0,0,0,9,5,760,2188,0,142,2330,2364,0,0,2364
900,Built-up  Area,4000000,750,Dwarka Mor,3 BHK,18-Feb,2,1,Sawyer,1961,1994,6,2006,20,65,1236,0,0,0,0,0,0,0,5,7,0,465,0,447,912,1236,0,0,1236
901,Super built-up  Area,5000000,900,Dwarka Mor,2 BHK,18-Aug,1,1,NAmes,1971,1971,6,2007,20,NA,858,0,0,0,0,0,0,0,4,6,0,322,0,536,858,858,0,0,858
902,Super built-up  Area,3500000,700,Dwarka Mor,3 BHK,Ready To Move,1,1,NAmes,1957,2000,5,2009,20,64,1306,0,0,0,0,0,0,0,5,7,0,860,0,132,992,1306,0,0,1306
903,Super built-up  Area,5200000,900,Dwarka Mor,2 BHK,Ready To Move,1,1,Gilbert,2003,2003,7,2006,60,63,807,702,0,0,0,0,0,0,7,5,0,0,0,783,783,807,702,0,1509
904,Super built-up  Area,6500000,1200,Dwarka Mor,3 BHK,Ready To Move,2,1,Gilbert,2006,2006,8,2006,20,50,1670,0,0,0,0,0,0,0,7,5,27,0,0,1670,1670,1670,0,0,1670
905,Super built-up  Area,4200000,820,Dwarka Mor,1 BHK,Ready To Move,2,1,Sawyer,1967,1967,8,2007,20,NA,902,0,0,0,0,0,0,0,5,6,75,599,0,277,876,902,0,0,902
906,Super built-up  Area,3300000,630,Dwarka Mor,1 BHK,21-Dec,1,1,NAmes,1954,1954,2,2010,20,80,1063,0,0,0,0,0,0,0,5,5,110,354,290,412,1056,1063,0,0,1063
907,Super built-up  Area,6000000,1200,Dwarka Mor,1 BHK,Ready To Move,1,1,Somerst,2006,2006,6,2007,20,116,1636,0,0,0,0,0,0,0,8,5,208,63,0,1560,1623,1636,0,0,1636
908,Plot  Area,3200000,650,Dwarka Mor,2 Bedroom,Ready To Move,2,1,Crawfor,1936,1987,6,2006,50,86,1020,1037,0,0,0,0,0,0,7,7,0,223,0,794,1017,1020,1037,0,2057
909,Plot  Area,4000000,750,Dwarka Mor,2 Bedroom,Ready To Move,1,1,Mitchel,1983,1983,6,2006,20,NA,902,0,0,0,0,0,0,0,5,5,0,301,324,239,864,902,0,0,902
910,Built-up  Area,2800000,600,Dwarka Mor,3 Bedroom,18-Apr,1,0,Gilbert,2005,2005,6,2009,60,149,742,742,0,0,0,0,0,0,6,5,0,0,0,742,742,742,742,0,1484
911,Super built-up  Area,5000000,900,Dwarka Mor,2 BHK,Ready To Move,2,1,NAmes,1960,1960,1,2010,90,80,1105,1169,0,0,0,0,0,0,5,5,361,443,0,662,1105,1105,1169,0,2274
912,Built-up  Area,3200000,616,Mansa Ram Park,4 Bedroom,Ready To Move,2,1,CollgCr,1977,1989,10,2009,20,NA,1268,0,0,0,0,0,0,0,5,7,0,196,0,1072,1268,1268,0,0,1268
913,Super built-up  Area,3200000,616,Mansa Ram Park,3 BHK,Ready To Move,1,1,BrkSide,1925,1950,7,2006,30,51,1015,0,0,0,0,0,0,0,5,7,0,489,0,279,768,1015,0,0,1015
914,Super built-up  Area,2800000,505,Mansa Ram Park,2 BHK,Ready To Move,1,1,Crawfor,1949,1950,8,2007,90,82,1001,1001,0,0,0,0,0,0,5,6,0,284,0,717,1001,1001,1001,0,2002
915,Super built-up  Area,2800000,505,Mansa Ram Park,2 BHK,Ready To Move,2,1,Somerst,2009,2009,6,2009,160,30,612,612,0,0,0,0,0,0,6,5,76,294,0,318,612,612,612,0,1224
916,Super built-up  Area,2700000,505,Mansa Ram Park,2 BHK,Ready To Move,2,1,MeadowV,1970,1970,1,2007,160,21,546,546,0,0,0,0,0,0,4,5,80,0,0,546,546,546,546,0,1092
917,Super built-up  Area,5000000,900,nawada,3 BHK,Ready To Move,1,1,IDOTRR,1949,1950,10,2006,20,50,480,0,0,0,0,0,0,0,2,3,0,50,0,430,480,480,0,0,480
918,Built-up  Area,4500000,900,nawada,2 BHK,Ready To Move,0,1,Edwards,1956,1956,4,2009,20,NA,1229,0,0,0,0,0,0,0,4,6,0,1059,0,75,1134,1229,0,0,1229
919,Super built-up  Area,3400000,675,Mansa Ram Park,1 BHK,Ready To Move,1,1,SawyerW,1991,1991,11,2007,60,103,912,1215,0,0,0,0,0,0,7,5,0,48,634,422,1104,912,1215,0,2127
920,Built-up  Area,4200000,810,Burari,2 BHK,Ready To Move,2,1,NAmes,1958,2002,5,2008,20,87,1414,0,0,0,0,0,0,0,6,8,0,528,411,245,1184,1414,0,0,1414
921,Super built-up  Area,4200000,1000,Burari,3 BHK,Ready To Move,1,0,SawyerW,1994,1994,7,2007,60,70,936,785,0,0,0,0,0,0,6,5,105,814,0,114,928,936,785,0,1721
922,Super built-up  Area,5400000,1125,Burari,3 BHK,Ready To Move,2,1,Edwards,1900,2003,9,2008,90,67,1272,928,0,0,0,0,0,0,5,7,0,1084,0,188,1272,1272,928,0,2200
923,Super built-up  Area,4200000,810,Burari,2 BHK,18-Mar,2,1,Gilbert,2005,2006,10,2006,20,65,1316,0,0,0,0,0,0,0,6,5,0,28,0,1288,1316,1316,0,0,1316
924,Built-up  Area,3300000,675,Burari,4 Bedroom,Ready To Move,2,1,SawyerW,1993,1994,7,2008,120,50,1617,0,0,0,0,0,0,0,6,5,0,165,841,598,1604,1617,0,0,1617
925,Super built-up  Area,5600000,1200,Burari,3 BHK,Ready To Move,2,1,NWAmes,1980,1980,5,2006,20,79,1686,0,0,0,0,0,0,0,6,6,157,625,1061,0,1686,1686,0,0,1686
926,Super built-up  Area,2200000,630,Burari,3 BHK,Ready To Move,2,1,NWAmes,1977,1977,3,2008,20,NA,1126,0,0,0,0,0,0,0,5,6,0,767,93,266,1126,1126,0,0,1126
927,Super built-up  Area,11500000,1050,Vasant Kunj,3 BHK,Ready To Move,2,1,NridgHt,2003,2004,5,2007,60,93,1234,1140,0,1,0,0,1,0,8,5,340,0,0,1181,1181,1234,1140,0,2374
928,Super built-up  Area,18500000,2400,Sector 11 Dwarka,2 BHK,18-Dec,2,1,NWAmes,1968,1968,4,2008,60,NA,1098,880,0,0,0,0,0,0,7,5,342,552,0,280,832,1098,880,0,1978
929,Super built-up  Area,9500000,1300,Sector 19 Dwarka,5 BHK,Ready To Move,2,1,CollgCr,2001,2001,6,2009,20,NA,1788,0,0,1,0,0,1,0,8,5,0,0,0,1753,1753,1788,0,0,1788
930,Built-up  Area,14500000,1700,Sector 2 Dwarka,2 Bedroom,Ready To Move,2,1,Gilbert,1997,1997,11,2006,60,NA,993,1243,1,0,0,0,0,0,7,5,285,0,0,964,964,993,1243,0,2236
931,Super built-up  Area,30000000,1600,Greater Kailash,2 BHK,19-Mar,2,1,Timber,2007,2007,7,2009,20,73,1466,0,0,0,0,0,0,0,8,5,0,16,0,1450,1466,1466,0,0,1466
932,Super built-up  Area,2700000,540,Uttam Nagar,2 BHK,Ready To Move,2,1,NAmes,1965,1965,7,2009,20,70,925,0,0,0,0,0,1,0,5,6,0,338,466,121,925,925,0,0,925
933,Super built-up  Area,4200000,900,Uttam Nagar,3 BHK,Ready To Move,1,1,Somerst,2006,2006,3,2007,20,84,1905,0,0,0,0,0,1,0,9,5,302,0,0,1905,1905,1905,0,0,1905
934,Super built-up  Area,5700000,1100,Uttam Nagar,3 BHK,Ready To Move,2,1,CollgCr,2004,2004,8,2009,20,63,1500,0,0,0,0,0,1,0,7,5,210,20,0,1480,1500,1500,0,0,1500
935,Super built-up  Area,3200000,675,Uttam Nagar,3 BHK,Ready To Move,2,1,NAmes,1960,2007,11,2008,20,313,2069,0,0,0,0,0,1,0,7,7,0,425,0,160,585,2069,0,0,2069
936,Super built-up  Area,6199000,1100,Uttam Nagar,4 BHK,19-Jun,2,1,BrkSide,1926,1953,6,2006,30,52,747,0,0,0,0,0,1,0,4,5,108,0,0,600,600,747,0,0,747
937,Super built-up  Area,6500000,1200,Uttam Nagar,4 BHK,Ready To Move,1,1,SawyerW,2003,2003,8,2009,20,67,1200,0,0,0,0,0,1,0,7,5,NA,833,0,343,1176,1200,0,0,1200
938,Super built-up  Area,2000000,500,Uttam Nagar,3 BHK,Ready To Move,2,1,Somerst,2005,2005,2,2009,60,75,1113,858,0,0,0,0,1,0,7,5,0,341,0,772,1113,1113,858,0,1971
939,Plot  Area,4199000,810,Uttam Nagar,9 Bedroom,Ready To Move,2,1,CollgCr,2006,2006,8,2006,60,73,1391,571,0,0,0,0,1,0,7,5,0,464,0,927,1391,1391,571,0,1962
940,Plot  Area,3199000,580,Uttam Nagar,5 Bedroom,Ready To Move,2,1,ClearCr,1940,1950,6,2010,70,NA,1207,1196,0,0,0,0,1,0,7,7,0,0,0,1032,1032,1207,1196,0,2403
941,Built-up  Area,11000000,1500,Sector 19 Dwarka,3 BHK,Ready To Move,2,1,Mitchel,1976,1976,7,2006,90,55,1728,0,0,1,0,0,1,0,6,5,0,936,396,396,1728,1728,0,0,1728
942,Super built-up  Area,21500000,2000,Sector-18 Dwarka,4 Bedroom,Ready To Move,2,1,Gilbert,1999,1999,6,2009,60,NA,1022,1038,0,0,0,0,0,0,7,5,298,772,0,220,992,1022,1038,0,2060
943,Built-up  Area,14500000,1800,Sector 5 Dwarka,1 BHK,Ready To Move,2,1,Edwards,1977,1977,8,2007,90,42,1440,0,1,0,0,0,1,0,4,3,0,1440,0,0,1440,1440,0,0,1440
944,Built-up  Area,18500000,1800,Sector 6 Dwarka,2 BHK,18-Mar,2,1,Mitchel,1967,1967,6,2007,90,100,1632,0,0,0,0,0,0,0,5,4,0,0,0,1632,1632,1632,0,0,1632
945,Super built-up  Area,6500000,625,Sector 23 Rohini,2 BHK,Ready To Move,2,1,Timber,1958,1958,1,2009,20,NA,1344,0,0,0,0,0,0,0,6,6,541,111,354,354,819,1344,0,0,1344
946,Super built-up  Area,17000000,1400,Sarita Vihar,2 BHK,Ready To Move,1,1,OldTown,1890,1996,9,2009,50,98,1188,561,0,0,0,0,0,0,5,6,0,1088,0,0,1088,1188,561,120,1869
947,Plot  Area,2200000,450,Dwarka Mor,4 Bedroom,Ready To Move,1,1,NAmes,1959,1959,3,2006,80,70,1144,0,0,0,0,0,0,0,5,6,128,748,294,102,1144,1144,0,0,1144
948,Super built-up  Area,3200000,495,Dwarka Mor,2 BHK,Ready To Move,1,1,Timber,2002,2003,11,2007,20,85,1629,0,0,0,0,0,0,0,8,5,236,1300,0,316,1616,1629,0,0,1629
949,Built-up  Area,6300000,1000,Dwarka Mor,4 Bedroom,Ready To Move,2,1,CollgCr,2002,2002,2,2006,60,65,936,840,0,0,0,0,0,0,7,5,144,0,0,936,936,936,840,0,1776
950,Super built-up  Area,2500000,540,Dwarka Mor,3 BHK,17-Oct,2,1,NWAmes,1972,2006,3,2010,20,78,1381,0,0,0,0,0,0,0,6,7,0,982,0,179,1161,1381,0,0,1381
951,Super built-up  Area,2700000,505,Mansa Ram Park,4 BHK,Ready To Move,1,1,NAmes,1950,2002,7,2007,20,60,864,0,0,0,0,0,0,0,5,8,0,398,149,317,864,864,0,0,864
952,Built-up  Area,2500000,540,Dwarka Mor,3 Bedroom,Ready To Move,1,1,SawyerW,1965,1965,7,2006,20,60,965,0,0,0,0,0,0,0,5,5,0,641,0,187,828,965,0,0,965
953,Super built-up  Area,4800000,810,Mansa Ram Park,3 BHK,Ready To Move,1,1,CollgCr,1972,2003,4,2009,85,60,768,0,0,0,0,0,0,0,5,8,0,660,0,108,768,768,0,0,768
954,Plot  Area,3200000,616,Mansa Ram Park,4 Bedroom,Ready To Move,1,1,Mitchel,1969,1969,9,2008,60,NA,1168,800,0,0,0,0,0,0,5,4,232,562,193,29,784,1168,800,0,1968
955,Super built-up  Area,3100000,616,Mansa Ram Park,3 BHK,Ready To Move,2,1,Edwards,1975,1975,10,2006,90,35,980,0,0,0,0,0,0,0,6,5,250,945,0,0,945,980,0,0,980
956,Super built-up  Area,2700000,505,Mansa Ram Park,3 BHK,18-May,2,1,Crawfor,1946,1950,8,2007,90,82,979,979,0,0,0,0,0,0,6,6,423,484,0,495,979,979,979,0,1958
957,Plot  Area,5200000,855,Mansa Ram Park,4 Bedroom,Ready To Move,2,1,Blueste,1980,1980,5,2009,160,24,561,668,0,0,0,0,0,0,6,6,0,285,0,276,561,561,668,0,1229
958,Super built-up  Area,3300000,616,Mansa Ram Park,2 BHK,Ready To Move,1,1,Sawyer,1962,1962,4,2007,20,70,1057,0,0,0,0,0,0,0,5,5,0,417,0,640,1057,1057,0,0,1057
959,Super built-up  Area,2500000,540,Dwarka Mor,2 BHK,Ready To Move,1,1,CollgCr,2003,2003,10,2007,20,65,1337,0,0,0,0,0,0,0,7,5,0,699,0,638,1337,1337,0,0,1337
960,Super built-up  Area,2750000,667,Uttam Nagar,1 BHK,Ready To Move,2,1,Somerst,1999,1999,5,2010,160,24,696,720,0,0,0,0,0,0,7,5,0,604,0,92,696,696,720,0,1416
961,Super built-up  Area,2750000,667,Uttam Nagar,3 BHK,18-Oct,2,1,BrkSide,1958,2008,2,2010,20,50,858,0,0,0,0,0,0,0,5,7,0,696,0,162,858,858,0,0,858
962,Plot  Area,19800000,2400,Sector 4 Dwarka,3 Bedroom,Ready To Move,1,1,NWAmes,1977,1995,7,2008,60,NA,1542,1330,0,0,0,0,0,0,6,7,424,896,0,434,1330,1542,1330,0,2872
963,Super built-up  Area,10000000,1000,Sector 17 Dwarka,2 BHK,Ready To Move,2,1,NPkVill,1976,1976,7,2007,160,24,804,744,0,0,0,0,0,0,6,6,0,556,0,248,804,804,744,0,1548
964,Super built-up  Area,10000000,1000,Sector 17 Dwarka,3 BHK,Ready To Move,2,1,CollgCr,2007,2007,5,2009,20,122,1800,0,0,0,0,0,0,0,9,5,0,0,0,1800,1800,1800,0,0,1800
965,Super built-up  Area,19000000,1900,Sector 6 Dwarka,2 BHK,18-Dec,2,1,Timber,2002,2003,2,2010,60,80,824,1070,0,0,0,0,0,0,7,5,44,624,0,193,817,824,1070,0,1894
966,Super built-up  Area,22000000,2500,Sector 11 Dwarka,3 BHK,Ready To Move,2,1,Gilbert,2005,2007,7,2007,60,65,783,701,1,0,0,0,0,0,6,5,0,0,0,783,783,783,701,0,1484
967,Built-up  Area,2100000,500,Uttam Nagar,3 BHK,Ready To Move,2,1,Crawfor,1940,1950,6,2009,50,130,976,332,0,0,0,0,0,0,5,7,0,428,0,300,728,976,332,0,1308
968,Super built-up  Area,2000000,520,Uttam Nagar,2 BHK,Ready To Move,1,1,NAmes,1955,1955,7,2008,20,NA,1098,0,0,0,0,0,0,0,5,7,151,902,0,196,1098,1098,0,0,1098
969,Super built-up  Area,2200000,510,Uttam Nagar,2 BHK,Ready To Move,1,1,OldTown,1910,1950,5,2009,50,50,600,368,0,0,0,0,0,0,3,6,0,0,0,600,600,600,368,0,968
970,Super built-up  Area,3100000,750,Uttam Nagar,3 BHK,20-Dec,1,1,NAmes,1958,1958,3,2006,190,75,1095,0,0,0,0,0,0,0,6,5,105,513,0,75,588,1095,0,0,1095
971,Built-up  Area,2800000,600,Uttam Nagar,1 BHK,Ready To Move,1,1,NAmes,1949,1950,12,2006,50,60,720,472,0,0,0,0,0,0,4,4,0,0,0,720,720,720,472,0,1192
972,Super built-up  Area,6500000,861,Sector 23 Rohini,3 BHK,Ready To Move,1,1,NridgHt,2003,2004,7,2009,160,36,764,862,0,0,0,0,0,0,7,5,106,567,0,197,764,764,862,0,1626
973,Super built-up  Area,2700000,640,Uttam Nagar,2 BHK,Ready To Move,2,1,SawyerW,1979,1979,4,2010,120,55,918,0,0,0,0,0,0,0,6,5,0,0,0,918,918,918,0,0,918
974,Super built-up  Area,2700000,640,Uttam Nagar,2 BHK,Ready To Move,2,1,Somerst,2007,2008,12,2008,20,95,1428,0,0,0,0,0,0,0,7,5,NA,0,0,1428,1428,1428,0,0,1428
975,Super built-up  Area,16800000,1800,Sector 4 Dwarka,2 BHK,Ready To Move,2,1,BrkSide,1910,1993,10,2009,70,60,1136,883,0,0,0,0,0,0,7,8,0,0,0,728,728,1136,883,0,2019
976,Built-up  Area,4600000,1000,Uttam Nagar,2 BHK,Ready To Move,1,1,Somerst,2000,2000,4,2006,160,NA,673,709,0,0,0,0,0,0,7,5,0,641,0,32,673,673,709,0,1382
977,Plot  Area,3400000,755,Dwarka Mor,6 Bedroom,Ready To Move,2,1,BrkSide,1923,1958,8,2006,30,51,869,0,0,0,0,0,0,0,4,7,0,0,0,440,440,869,0,0,869
978,Plot  Area,4400000,1000,Dwarka Mor,5 Bedroom,Ready To Move,1,1,Somerst,2006,2007,11,2007,120,35,1241,0,0,0,0,0,0,0,7,5,NA,1106,0,135,1241,1241,0,0,1241
979,Built-up  Area,4700000,1050,Dwarka Mor,2 BHK,Ready To Move,1,1,Edwards,1954,1954,5,2007,20,68,894,0,0,0,0,0,0,0,4,5,0,552,0,342,894,894,0,0,894
980,Super built-up  Area,3400000,755,Dwarka Mor,2 BHK,Ready To Move,1,1,Sawyer,1963,1963,6,2009,20,80,1121,0,0,0,0,0,0,0,5,6,0,651,0,470,1121,1121,0,0,1121
981,Built-up  Area,4700000,1050,Dwarka Mor,2 BHK,Ready To Move,1,1,NAmes,1961,2007,7,2008,85,NA,999,0,0,0,0,0,0,0,7,9,210,867,0,77,944,999,0,0,999
982,Super built-up  Area,3700000,760,Dwarka Mor,3 BHK,18-Apr,1,1,NoRidge,1998,1999,7,2009,60,98,1276,1336,0,0,0,0,0,0,8,5,975,854,0,371,1225,1276,1336,0,2612
983,Super built-up  Area,3700000,760,Dwarka Mor,2 BHK,Ready To Move,2,1,Blmngtn,2007,2007,3,2008,20,43,1266,0,0,0,0,0,0,0,7,5,16,0,0,1266,1266,1266,0,0,1266
984,Super built-up  Area,2900000,750,Dwarka Mor,3 BHK,Ready To Move,2,1,CollgCr,2002,2002,5,2008,60,NA,1149,1141,0,0,0,0,0,0,8,5,0,0,0,1128,1128,1149,1141,0,2290
985,Super built-up  Area,2900000,750,Dwarka Mor,2 BHK,Ready To Move,2,1,Mitchel,1977,1977,8,2009,90,75,1302,432,0,0,0,0,0,0,5,5,0,0,0,0,0,1302,432,0,1734
986,Super built-up  Area,4600000,1000,Uttam Nagar,2 BHK,Ready To Move,2,1,Edwards,1950,1950,8,2008,190,68,1164,0,0,0,0,0,0,0,5,5,0,1040,0,124,1164,1164,0,0,1164
987,Super built-up  Area,15500000,1200,Alaknanda,3 BHK,Ready To Move,1,1,OldTown,1910,2003,6,2006,50,59,1001,634,0,0,0,0,0,0,6,8,0,0,0,485,485,1001,634,0,1635
988,Super built-up  Area,3500000,720,Dwarka Mor,3 BHK,Ready To Move,1,1,NridgHt,2009,2010,4,2010,20,83,1940,0,0,0,0,0,0,0,9,5,450,1646,0,284,1930,1940,0,0,1940
989,Built-up  Area,3400000,675,Mansa Ram Park,2 BHK,Ready To Move,2,1,NWAmes,1976,1976,6,2007,60,NA,1118,912,0,0,0,0,0,0,6,6,298,156,0,692,848,1118,912,0,2030
990,Super built-up  Area,2800000,540,Dwarka Mor,2 BHK,18-Jul,2,1,Somerst,2006,2006,8,2006,60,65,778,798,0,0,0,0,0,0,7,5,0,0,0,770,770,778,798,0,1576
991,Super built-up  Area,5400000,900,Uttam Nagar,1 BHK,Ready To Move,2,1,NoRidge,1997,1998,6,2006,60,82,1407,985,0,0,0,0,0,0,8,5,423,1074,0,322,1396,1407,985,0,2392
992,Plot  Area,6200000,900,Mansa Ram Park,8 Bedroom,Ready To Move,2,1,OldTown,1882,1986,11,2009,70,121,916,826,0,0,0,0,0,0,8,9,0,216,0,700,916,916,826,0,1742
993,Plot  Area,5000000,810,Sewak Park,4 Bedroom,Ready To Move,1,1,NAmes,1964,1993,7,2007,60,80,1020,831,0,0,0,0,0,0,6,8,340,536,117,169,822,1020,831,0,1851
994,Super built-up  Area,4800000,900,Mansa Ram Park,1 BHK,Ready To Move,2,1,CollgCr,2005,2006,8,2006,60,68,750,750,0,0,0,0,0,0,6,5,0,0,0,750,750,750,750,0,1500
995,Super built-up  Area,2500000,540,Dwarka Mor,2 BHK,19-Jan,2,1,NridgHt,2006,2007,7,2009,20,96,1718,0,0,0,0,0,0,0,10,5,230,1172,0,528,1700,1718,0,0,1718
996,Built-up  Area,3800000,675,Mansa Ram Park,2 BHK,Ready To Move,2,1,BrkSide,1946,1950,8,2006,50,51,774,456,0,0,0,0,0,0,4,7,0,384,0,363,747,774,456,0,1230
997,Plot  Area,3500000,630,Mansa Ram Park,1 Bedroom,Ready To Move,1,0,NAmes,1961,1961,1,2006,20,NA,1050,0,0,0,0,0,0,0,5,6,0,915,0,135,1050,1050,0,0,1050
998,Plot  Area,5000000,810,Sewak Park,3 Bedroom,18-Aug,1,1,NWAmes,1970,1970,2,2009,20,NA,1442,0,0,0,0,0,0,0,6,6,571,0,0,1442,1442,1442,0,0,1442
999,Built-up  Area,4800000,810,Dwarka Mor,2 BHK,Ready To Move,2,1,IDOTRR,1922,1950,5,2006,30,60,1077,0,0,0,0,0,0,0,3,4,0,0,0,1007,1007,1077,0,0,1077
1000,Super built-up  Area,20000000,2500,Sector 22 Dwarka,3 BHK,Ready To Move,1,1,CollgCr,2006,2006,2,2010,20,64,1208,0,0,0,0,0,0,0,7,5,24,686,0,501,1187,1208,0,0,1208
1001,Super built-up  Area,19500000,2000,Sector 4 Dwarka,1 BHK,Ready To Move,2,1,Edwards,1952,1952,7,2009,20,74,944,0,1,0,0,0,0,0,3,3,0,0,0,0,0,944,0,0,944
1002,Super built-up  Area,20500000,2000,Sector 4 Dwarka,3 BHK,18-Jul,1,1,OldTown,1920,1950,1,2007,30,60,691,0,0,0,0,0,0,0,5,6,0,0,0,691,691,691,0,0,691
1003,Super built-up  Area,45000000,4500,Sector-18 Dwarka,2 BHK,Ready To Move,1,1,Somerst,2006,2006,7,2008,20,75,1574,0,1,0,0,0,0,0,8,5,53,24,0,1550,1574,1574,0,0,1574
1004,Super built-up  Area,24900000,2200,Sector 6 Dwarka,2 BHK,Ready To Move,2,1,NWAmes,1976,1976,6,2007,90,NA,1680,0,0,1,0,0,1,0,5,6,164,0,0,1680,1680,1680,0,0,1680
1005,Super built-up  Area,19500000,2000,Sector 7 Dwarka,3 BHK,Ready To Move,2,1,Blmngtn,2005,2006,5,2009,120,43,1504,0,1,0,0,0,0,0,7,5,16,16,0,1330,1346,1504,0,0,1504
1006,Super built-up  Area,8400000,900,Sector 6 Dwarka,3 BHK,18-May,2,1,CollgCr,1977,1977,11,2008,80,65,985,0,0,0,0,0,0,0,5,8,220,595,0,390,985,985,0,0,985
1007,Built-up  Area,16800000,1900,Sector 7 Dwarka,3 BHK,18-Jul,2,1,NAmes,1970,1970,3,2007,20,NA,1657,0,1,0,0,0,0,0,6,3,0,1237,0,420,1657,1657,0,0,1657
1008,Super built-up  Area,15800000,1600,Sector 13 Dwarka,3 BHK,Ready To Move,2,1,MeadowV,1970,1970,8,2009,160,21,546,546,1,0,0,0,0,0,4,4,0,273,273,0,546,546,546,0,1092
