id,area_type,price,total_sqft,location,size,availability,balcony,society,bath,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,SwimmingPool,ShoppingMall,SportsFacility,ATM,School,Hospital,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,KitchenAbvGr
882,Super built-up  Area,6700000,1000,Sodepur,2 BHK,Ready To Move,1,Timber,1,1990,1991,4,2007,50,44,1187,530,9,9,9,9,9,9,9,902,0,254,1156,1187,530,0,1717,1
883,Super built-up  Area,9045000,1350,New Alipore,1 BHK,18-May,1,Gilbert,2,1992,1993,12,2009,60,NA,808,785,9,9,9,9,9,9,9,0,0,808,808,808,785,0,1593,1
884,Super built-up  Area,9614500,1435,New Town,3 BHK,21-Jan,1,SWISU,2,1912,1950,3,2006,75,60,954,795,9,9,9,9,9,9,9,0,0,795,795,954,795,481,2230,1
885,Plot  Area,12730000,1900,Mukundapur,3 Bedroom,Ready To Move,1,NAmes,1,1967,1967,7,2009,20,65,892,0,9,9,9,9,9,9,9,432,0,460,892,892,0,0,892,1
886,Built-up  Area,12060000,1800,Mukundapur,7 Bedroom,Ready To Move,1,Somerst,1,1999,2000,1,2008,120,50,1709,0,9,9,9,9,9,9,9,1238,0,460,1698,1709,0,0,1709,1
887,Super built-up  Area,10050000,1500,Dum Dum,1 BHK,18-Jun,1,NAmes,2,1959,2005,6,2006,90,70,1712,0,9,9,9,9,9,9,9,528,0,1098,1626,1712,0,0,1712,2
888,Super built-up  Area,12060000,1800,Barisha Purba Para Road,2 BHK,18-Sep,1,Edwards,2,1955,1955,4,2008,50,59,872,521,9,9,9,9,9,9,9,0,0,816,816,872,521,0,1393,1
889,Built-up  Area,6700000,1000,Paschim Barisha,5 Bedroom,Ready To Move,1,NAmes,1,1970,1970,10,2007,20,95,2217,0,9,9,9,9,9,9,9,351,823,1043,2217,2217,0,0,2217,1
890,Plot  Area,8710000,1300,Barisha Purba Para Road,5 Bedroom,Ready To Move,1,NAmes,2,1953,1953,2,2009,20,128,1505,0,9,9,9,9,9,9,9,1024,0,481,1505,1505,0,0,1505,1
891,Super built-up  Area,20100000,3000,Nabapally,3 BHK,Ready To Move,1,NAmes,1,1949,2006,7,2007,50,60,672,252,9,9,9,9,9,9,9,0,0,672,672,672,252,0,924,1
892,Super built-up  Area,10050000,1500,Rajarhat,2 BHK,Ready To Move,1,Sawyer,1,1978,1978,7,2009,60,70,918,765,9,9,9,9,9,9,9,226,500,192,918,918,765,0,1683,1
893,Plot  Area,12060000,1800,Dhakuria,3 Bedroom,Ready To Move,1,Sawyer,2,1963,2003,2,2006,20,70,1068,0,9,9,9,9,9,9,9,663,0,396,1059,1068,0,0,1068,1
894,Built-up  Area,13400000,2000,Garia,2 BHK,Ready To Move,1,Sawyer,1,1954,1954,6,2008,20,NA,1383,0,9,9,9,9,9,9,9,1064,0,319,1383,1383,0,0,1383,1
895,Super built-up  Area,33500000,5000,Baguiati,2 BHK,Ready To Move,1,SawyerW,1,1979,1979,6,2009,90,64,1535,0,9,9,9,9,9,9,9,0,0,0,0,1535,0,0,1535,2
896,Super built-up  Area,16750000,2500,Kasba,2 BHK,Ready To Move,1,NAmes,2,1963,1963,10,2008,60,71,983,813,9,9,9,9,9,9,9,400,0,380,780,983,813,0,1796,1
897,Super built-up  Area,10050000,1500,Kasba,2 BHK,Ready To Move,1,IDOTRR,1,1936,1950,4,2006,30,50,951,0,9,9,9,9,9,9,9,285,0,666,951,951,0,0,951,1
898,Super built-up  Area,8710000,1300,Regent Park,2 BHK,17-Mar,1,SawyerW,1,1979,1979,6,2009,90,64,1120,1120,9,9,9,9,9,9,9,0,0,0,0,1120,1120,0,2240,2
899,Plot  Area,7035000,1050,Regent Park,1 Bedroom,Ready To Move,1,NridgHt,2,2009,2010,3,2010,20,100,2364,0,9,9,9,9,9,9,9,2188,0,142,2330,2364,0,0,2364,1
900,Built-up  Area,10720000,1600,Kasba,3 BHK,18-Feb,1,Sawyer,2,1961,1994,6,2006,20,65,1236,0,9,9,9,9,9,9,9,465,0,447,912,1236,0,0,1236,1
901,Super built-up  Area,8040000,1200,Kasba,2 BHK,18-Aug,1,NAmes,1,1971,1971,6,2007,20,NA,858,0,9,9,9,9,9,9,9,322,0,536,858,858,0,0,858,1
902,Super built-up  Area,23450000,3500,New Town,3 BHK,Ready To Move,1,NAmes,1,1957,2000,5,2009,20,64,1306,0,9,9,9,9,9,9,9,860,0,132,992,1306,0,0,1306,1
903,Super built-up  Area,9045000,1350,Barisha Purba Para Road,2 BHK,Ready To Move,1,Gilbert,1,2003,2003,7,2006,60,63,807,702,9,9,9,9,9,9,9,0,0,783,783,807,702,0,1509,1
904,Super built-up  Area,29145000,4350,Madhyamgram,3 BHK,Ready To Move,1,Gilbert,2,2006,2006,8,2006,20,50,1670,0,9,9,9,9,9,9,9,0,0,1670,1670,1670,0,0,1670,1
905,Super built-up  Area,12730000,1900,Rajarhat,1 BHK,Ready To Move,1,Sawyer,2,1967,1967,8,2007,20,NA,902,0,9,9,9,9,9,9,9,599,0,277,876,902,0,0,902,1
906,Super built-up  Area,12060000,1800,Rajarhat,1 BHK,21-Dec,1,NAmes,1,1954,1954,2,2010,20,80,1063,0,9,9,9,9,9,9,9,354,290,412,1056,1063,0,0,1063,1
907,Super built-up  Area,23450000,3500,Rajarhat,1 BHK,Ready To Move,1,Somerst,1,2006,2006,6,2007,20,116,1636,0,9,9,9,9,9,9,9,63,0,1560,1623,1636,0,0,1636,1
908,Plot  Area,32160000,4800,Rajarhat,2 Bedroom,Ready To Move,1,Crawfor,2,1936,1987,6,2006,50,86,1020,1037,9,9,9,9,9,9,9,223,0,794,1017,1020,1037,0,2057,1
909,Plot  Area,33500000,5000,Reekjoyoni,2 Bedroom,Ready To Move,1,Mitchel,1,1983,1983,6,2006,20,NA,902,0,9,9,9,9,9,9,9,301,324,239,864,902,0,0,902,1
910,Built-up  Area,8710000,1300,Rajarhat,3 Bedroom,18-Apr,0,Gilbert,1,2005,2005,6,2009,60,149,742,742,9,9,9,9,9,9,9,0,0,742,742,742,742,0,1484,1
911,Super built-up  Area,13400000,2000,Kasba,2 BHK,Ready To Move,1,NAmes,2,1960,1960,1,2010,90,80,1105,1169,9,9,9,9,9,9,9,443,0,662,1105,1105,1169,0,2274,2
912,Built-up  Area,8428600,1258,Sodepur,4 Bedroom,Ready To Move,1,CollgCr,2,1977,1989,10,2009,20,NA,1268,0,9,9,9,9,9,9,9,196,0,1072,1268,1268,0,0,1268,1
913,Super built-up  Area,12060000,1800,Nayabad,3 BHK,Ready To Move,1,BrkSide,1,1925,1950,7,2006,30,51,1015,0,9,9,9,9,9,9,9,489,0,279,768,1015,0,0,1015,1
914,Super built-up  Area,10720000,1600,Khardah,2 BHK,Ready To Move,1,Crawfor,1,1949,1950,8,2007,90,82,1001,1001,9,9,9,9,9,9,9,284,0,717,1001,1001,1001,0,2002,2
915,Super built-up  Area,9279500,1385,Khardah,2 BHK,Ready To Move,1,Somerst,2,2009,2009,6,2009,160,30,612,612,9,9,9,9,9,9,9,294,0,318,612,612,612,0,1224,1
916,Super built-up  Area,16750000,2500,Khardah,2 BHK,Ready To Move,1,MeadowV,2,1970,1970,1,2007,160,21,546,546,9,9,9,9,9,9,9,0,0,546,546,546,546,0,1092,1
917,Super built-up  Area,13400000,2000,Khardah,3 BHK,Ready To Move,1,IDOTRR,1,1949,1950,10,2006,20,50,480,0,9,9,9,9,9,9,9,50,0,430,480,480,0,0,480,1
918,Built-up  Area,8710000,1300,Khardah,2 BHK,Ready To Move,1,Edwards,0,1956,1956,4,2009,20,NA,1229,0,9,9,9,9,9,9,9,1059,0,75,1134,1229,0,0,1229,1
919,Super built-up  Area,30150000,4500,Khardah,1 BHK,Ready To Move,1,SawyerW,1,1991,1991,11,2007,60,103,912,1215,9,9,9,9,9,9,9,48,634,422,1104,912,1215,0,2127,1
920,Built-up  Area,10720000,1600,Tiljala,2 BHK,Ready To Move,1,NAmes,2,1958,2002,5,2008,20,87,1414,0,9,9,9,9,9,9,9,528,411,245,1184,1414,0,0,1414,1
921,Super built-up  Area,6700000,1000,Tiljala,3 BHK,Ready To Move,0,SawyerW,1,1994,1994,7,2007,60,70,936,785,9,9,9,9,9,9,9,814,0,114,928,936,785,0,1721,1
922,Super built-up  Area,10921000,1630,East Kolkata Township,3 BHK,Ready To Move,1,Edwards,2,1900,2003,9,2008,90,67,1272,928,9,9,9,9,9,9,9,1084,0,188,1272,1272,928,0,2200,2
923,Super built-up  Area,13400000,2000,East Kolkata Township,2 BHK,18-Mar,1,Gilbert,2,2005,2006,10,2006,20,65,1316,0,9,9,9,9,9,9,9,28,0,1288,1316,1316,0,0,1316,1
924,Built-up  Area,10720000,1600,Patuli,4 Bedroom,Ready To Move,1,SawyerW,2,1993,1994,7,2008,120,50,1617,0,9,9,9,9,9,9,9,165,841,598,1604,1617,0,0,1617,1
925,Super built-up  Area,9045000,1350,Tiljala,3 BHK,Ready To Move,1,NWAmes,2,1980,1980,5,2006,20,79,1686,0,9,9,9,9,9,9,9,625,1061,0,1686,1686,0,0,1686,1
926,Super built-up  Area,10050000,1500,Airport,3 BHK,Ready To Move,1,NWAmes,2,1977,1977,3,2008,20,NA,1126,0,9,9,9,9,9,9,9,767,93,266,1126,1126,0,0,1126,1
927,Super built-up  Area,10720000,1600,Airport,3 BHK,Ready To Move,1,NridgHt,2,2003,2004,5,2007,60,93,1234,1140,9,9,9,9,9,9,9,0,0,1181,1181,1234,1140,0,2374,1
928,Super built-up  Area,19430000,2900,New Town,2 BHK,18-Dec,1,NWAmes,2,1968,1968,4,2008,60,NA,1098,880,9,9,9,9,9,9,9,552,0,280,832,1098,880,0,1978,1
929,Super built-up  Area,8040000,1200,Keshtopur,5 BHK,Ready To Move,1,CollgCr,2,2001,2001,6,2009,20,NA,1788,0,9,9,9,9,9,9,9,0,0,1753,1753,1788,0,0,1788,1
930,Built-up  Area,15108500,2255,Airport,2 Bedroom,Ready To Move,1,Gilbert,2,1997,1997,11,2006,60,NA,993,1243,9,9,9,9,9,9,9,0,0,964,964,993,1243,0,2236,1
931,Super built-up  Area,9380000,1400,Airport,2 BHK,19-Mar,1,Timber,2,2007,2007,7,2009,20,73,1466,0,9,9,9,9,9,9,9,16,0,1450,1466,1466,0,0,1466,1
932,Super built-up  Area,10050000,1500,Airport,2 BHK,Ready To Move,1,NAmes,2,1965,1965,7,2009,20,70,925,0,9,9,9,9,9,9,9,338,466,121,925,925,0,0,925,1
933,Super built-up  Area,10720000,1600,Mukundapur,3 BHK,Ready To Move,1,Somerst,1,2006,2006,3,2007,20,84,1905,0,9,9,9,9,9,9,9,0,0,1905,1905,1905,0,0,1905,1
934,Super built-up  Area,18090000,2700,New Town,3 BHK,Ready To Move,1,CollgCr,2,2004,2004,8,2009,20,63,1500,0,9,9,9,9,9,9,9,20,0,1480,1500,1500,0,0,1500,1
935,Super built-up  Area,8040000,1200,New Town,3 BHK,Ready To Move,1,NAmes,2,1960,2007,11,2008,20,313,2069,0,9,9,9,9,9,9,9,425,0,160,585,2069,0,0,2069,1
936,Super built-up  Area,30820000,4600,Howrah,4 BHK,19-Jun,1,BrkSide,2,1926,1953,6,2006,30,52,747,0,9,9,9,9,9,9,9,0,0,600,600,747,0,0,747,1
937,Super built-up  Area,11055000,1650,Bansdroni,4 BHK,Ready To Move,1,SawyerW,1,2003,2003,8,2009,20,67,1200,0,9,9,9,9,9,9,9,833,0,343,1176,1200,0,0,1200,1
938,Super built-up  Area,36984000,5520,Tollygunge,3 BHK,Ready To Move,1,Somerst,2,2005,2005,2,2009,60,75,1113,858,9,9,9,9,9,9,9,341,0,772,1113,1113,858,0,1971,1
939,Plot  Area,26130000,3900,Tollygunge,9 Bedroom,Ready To Move,1,CollgCr,2,2006,2006,8,2006,60,73,1391,571,9,9,9,9,9,9,9,464,0,927,1391,1391,571,0,1962,1
940,Plot  Area,12060000,1800,Tollygunge,5 Bedroom,Ready To Move,1,ClearCr,2,1940,1950,6,2010,70,NA,1207,1196,9,9,9,9,9,9,9,0,0,1032,1032,1207,1196,0,2403,1
941,Built-up  Area,30150000,4500,Tollygunge,3 BHK,Ready To Move,1,Mitchel,2,1976,1976,7,2006,90,55,1728,0,9,9,9,9,9,9,9,936,396,396,1728,1728,0,0,1728,2
942,Super built-up  Area,10391700,1551,Garia,4 Bedroom,Ready To Move,1,Gilbert,2,1999,1999,6,2009,60,NA,1022,1038,9,9,9,9,9,9,9,772,0,220,992,1022,1038,0,2060,1
943,Built-up  Area,10720000,1600,Behala,1 BHK,Ready To Move,1,Edwards,2,1977,1977,8,2007,90,42,1440,0,9,9,9,9,9,9,9,1440,0,0,1440,1440,0,0,1440,2
944,Built-up  Area,13098500,1955,Dum Dum,2 BHK,18-Mar,1,Mitchel,2,1967,1967,6,2007,90,100,1632,0,9,9,9,9,9,9,9,0,0,1632,1632,1632,0,0,1632,2
945,Super built-up  Area,10385000,1550,Dum Dum,2 BHK,Ready To Move,1,Timber,2,1958,1958,1,2009,20,NA,1344,0,9,9,9,9,9,9,9,111,354,354,819,1344,0,0,1344,1
946,Super built-up  Area,32294000,4820,Dum Dum,2 BHK,Ready To Move,1,OldTown,1,1890,1996,9,2009,50,98,1188,561,9,9,9,9,9,9,9,1088,0,0,1088,1188,561,120,1869,1
947,Plot  Area,12348100,1843,Dum Dum,4 Bedroom,Ready To Move,1,NAmes,1,1959,1959,3,2006,80,70,1144,0,9,9,9,9,9,9,9,748,294,102,1144,1144,0,0,1144,1
948,Super built-up  Area,24388000,3640,Dum Dum,2 BHK,Ready To Move,1,Timber,1,2002,2003,11,2007,20,85,1629,0,9,9,9,9,9,9,9,1300,0,316,1616,1629,0,0,1629,1
949,Built-up  Area,20100000,3000,Dum Dum,4 Bedroom,Ready To Move,1,CollgCr,2,2002,2002,2,2006,60,65,936,840,9,9,9,9,9,9,9,0,0,936,936,936,840,0,1776,1
950,Super built-up  Area,30150000,4500,Tangra,3 BHK,17-Oct,1,NWAmes,2,1972,2006,3,2010,20,78,1381,0,9,9,9,9,9,9,9,982,0,179,1161,1381,0,0,1381,1
951,Super built-up  Area,8710000,1300,Tangra,4 BHK,Ready To Move,1,NAmes,1,1950,2002,7,2007,20,60,864,0,9,9,9,9,9,9,9,398,149,317,864,864,0,0,864,1
952,Built-up  Area,6700000,1000,Tangra,3 Bedroom,Ready To Move,1,SawyerW,1,1965,1965,7,2006,20,60,965,0,9,9,9,9,9,9,9,641,0,187,828,965,0,0,965,1
953,Super built-up  Area,13400000,2000,Tangra,3 BHK,Ready To Move,1,CollgCr,1,1972,2003,4,2009,85,60,768,0,9,9,9,9,9,9,9,660,0,108,768,768,0,0,768,1
954,Plot  Area,11390000,1700,Tangra,4 Bedroom,Ready To Move,1,Mitchel,1,1969,1969,9,2008,60,NA,1168,800,9,9,9,9,9,9,9,562,193,29,784,1168,800,0,1968,1
955,Super built-up  Area,12060000,1800,Tangra,3 BHK,Ready To Move,1,Edwards,2,1975,1975,10,2006,90,35,980,0,9,9,9,9,9,9,9,945,0,0,945,980,0,0,980,0
956,Super built-up  Area,8040000,1200,Tangra,3 BHK,18-May,1,Crawfor,2,1946,1950,8,2007,90,82,979,979,9,9,9,9,9,9,9,484,0,495,979,979,979,0,1958,2
957,Plot  Area,8040000,1200,Tangra,4 Bedroom,Ready To Move,1,Blueste,2,1980,1980,5,2009,160,24,561,668,9,9,9,9,9,9,9,285,0,276,561,561,668,0,1229,1
958,Super built-up  Area,11390000,1700,Tangra,2 BHK,Ready To Move,1,Sawyer,1,1962,1962,4,2007,20,70,1057,0,9,9,9,9,9,9,9,417,0,640,1057,1057,0,0,1057,1
959,Super built-up  Area,11055000,1650,Tangra,2 BHK,Ready To Move,1,CollgCr,1,2003,2003,10,2007,20,65,1337,0,9,9,9,9,9,9,9,699,0,638,1337,1337,0,0,1337,1
960,Super built-up  Area,10050000,1500,Tangra,1 BHK,Ready To Move,1,Somerst,2,1999,1999,5,2010,160,24,696,720,9,9,9,9,9,9,9,604,0,92,696,696,720,0,1416,1
961,Super built-up  Area,16750000,2500,Tangra,3 BHK,18-Oct,1,BrkSide,2,1958,2008,2,2010,20,50,858,0,9,9,9,9,9,9,9,696,0,162,858,858,0,0,858,1
962,Plot  Area,16750000,2500,Tangra,3 Bedroom,Ready To Move,1,NWAmes,1,1977,1995,7,2008,60,NA,1542,1330,9,9,9,9,9,9,9,896,0,434,1330,1542,1330,0,2872,1
963,Super built-up  Area,16482000,2460,Dum Dum,2 BHK,Ready To Move,1,NPkVill,2,1976,1976,7,2007,160,24,804,744,9,9,9,9,9,9,9,556,0,248,804,804,744,0,1548,1
964,Super built-up  Area,18760000,2800,Tangra,3 BHK,Ready To Move,1,CollgCr,2,2007,2007,5,2009,20,122,1800,0,9,9,9,9,9,9,9,0,0,1800,1800,1800,0,0,1800,1
965,Super built-up  Area,16522200,2466,Dum Dum,2 BHK,18-Dec,1,Timber,2,2002,2003,2,2010,60,80,824,1070,9,9,9,9,9,9,9,624,0,193,817,824,1070,0,1894,1
966,Super built-up  Area,11055000,1650,Dum Dum,3 BHK,Ready To Move,1,Gilbert,2,2005,2007,7,2007,60,65,783,701,9,9,9,9,9,9,9,0,0,783,783,783,701,0,1484,1
967,Built-up  Area,12060000,1800,Tangra,3 BHK,Ready To Move,1,Crawfor,2,1940,1950,6,2009,50,130,976,332,9,9,9,9,9,9,9,428,0,300,728,976,332,0,1308,1
968,Super built-up  Area,8375000,1250,Dum Dum,2 BHK,Ready To Move,1,NAmes,1,1955,1955,7,2008,20,NA,1098,0,9,9,9,9,9,9,9,902,0,196,1098,1098,0,0,1098,1
969,Super built-up  Area,24481800,3654,Dum Dum,2 BHK,Ready To Move,1,OldTown,1,1910,1950,5,2009,50,50,600,368,9,9,9,9,9,9,9,0,0,600,600,600,368,0,968,1
970,Super built-up  Area,25460000,3800,Dum Dum,3 BHK,20-Dec,1,NAmes,1,1958,1958,3,2006,190,75,1095,0,9,9,9,9,9,9,9,513,0,75,588,1095,0,0,1095,1
971,Built-up  Area,9755200,1456,Tiljala,1 BHK,Ready To Move,1,NAmes,1,1949,1950,12,2006,50,60,720,472,9,9,9,9,9,9,9,0,0,720,720,720,472,0,1192,1
972,Super built-up  Area,16455200,2456,Tiljala,3 BHK,Ready To Move,1,NridgHt,1,2003,2004,7,2009,160,36,764,862,9,9,9,9,9,9,9,567,0,197,764,764,862,0,1626,1
973,Super built-up  Area,24481800,3654,New Town,2 BHK,Ready To Move,1,SawyerW,2,1979,1979,4,2010,120,55,918,0,9,9,9,9,9,9,9,0,0,918,918,918,0,0,918,1
974,Super built-up  Area,15075000,2250,Jodhpur Park,2 BHK,Ready To Move,1,Somerst,2,2007,2008,12,2008,20,95,1428,0,9,9,9,9,9,9,9,0,0,1428,1428,1428,0,0,1428,1
975,Super built-up  Area,30150000,4500,Jodhpur Park,2 BHK,Ready To Move,1,BrkSide,2,1910,1993,10,2009,70,60,1136,883,9,9,9,9,9,9,9,0,0,728,728,1136,883,0,2019,1
976,Built-up  Area,13400000,2000,Tiljala,2 BHK,Ready To Move,1,Somerst,1,2000,2000,4,2006,160,NA,673,709,9,9,9,9,9,9,9,641,0,32,673,673,709,0,1382,1
977,Plot  Area,10720000,1600,New Town,6 Bedroom,Ready To Move,1,BrkSide,2,1923,1958,8,2006,30,51,869,0,9,9,9,9,9,9,9,0,0,440,440,869,0,0,869,1
978,Plot  Area,33500000,5000,Rajarhat,5 Bedroom,Ready To Move,1,Somerst,1,2006,2007,11,2007,120,35,1241,0,9,9,9,9,9,9,9,1106,0,135,1241,1241,0,0,1241,1
979,Built-up  Area,36850000,5500,Madhyamgram,2 BHK,Ready To Move,1,Edwards,1,1954,1954,5,2007,20,68,894,0,9,9,9,9,9,9,9,552,0,342,894,894,0,0,894,1
980,Super built-up  Area,30150000,4500,Garia,2 BHK,Ready To Move,1,Sawyer,1,1963,1963,6,2009,20,80,1121,0,9,9,9,9,9,9,9,651,0,470,1121,1121,0,0,1121,1
981,Built-up  Area,16080000,2400,Bansdroni,2 BHK,Ready To Move,1,NAmes,1,1961,2007,7,2008,85,NA,999,0,9,9,9,9,9,9,9,867,0,77,944,999,0,0,999,1
982,Super built-up  Area,8040000,1200,Bansdroni,3 BHK,18-Apr,1,NoRidge,1,1998,1999,7,2009,60,98,1276,1336,9,9,9,9,9,9,9,854,0,371,1225,1276,1336,0,2612,1
983,Super built-up  Area,6700000,1000,Alipore,2 BHK,Ready To Move,1,Blmngtn,2,2007,2007,3,2008,20,43,1266,0,9,9,9,9,9,9,9,0,0,1266,1266,1266,0,0,1266,1
984,Super built-up  Area,9045000,1350,Alipore,3 BHK,Ready To Move,1,CollgCr,2,2002,2002,5,2008,60,NA,1149,1141,9,9,9,9,9,9,9,0,0,1128,1128,1149,1141,0,2290,1
985,Super built-up  Area,9614500,1435,Alipore,2 BHK,Ready To Move,1,Mitchel,2,1977,1977,8,2009,90,75,1302,432,9,9,9,9,9,9,9,0,0,0,0,1302,432,0,1734,2
986,Super built-up  Area,12730000,1900,Alipore,2 BHK,Ready To Move,1,Edwards,2,1950,1950,8,2008,190,68,1164,0,9,9,9,9,9,9,9,1040,0,124,1164,1164,0,0,1164,1
987,Super built-up  Area,12060000,1800,Garia,3 BHK,Ready To Move,1,OldTown,1,1910,2003,6,2006,50,59,1001,634,9,9,9,9,9,9,9,0,0,485,485,1001,634,0,1635,1
988,Super built-up  Area,10050000,1500,Garia,3 BHK,Ready To Move,1,NridgHt,1,2009,2010,4,2010,20,83,1940,0,9,9,9,9,9,9,9,1646,0,284,1930,1940,0,0,1940,1
989,Built-up  Area,12060000,1800,Garia,2 BHK,Ready To Move,1,NWAmes,2,1976,1976,6,2007,60,NA,1118,912,9,9,9,9,9,9,9,156,0,692,848,1118,912,0,2030,1
990,Super built-up  Area,6700000,1000,Bansdroni,2 BHK,18-Jul,1,Somerst,2,2006,2006,8,2006,60,65,778,798,9,9,9,9,9,9,9,0,0,770,770,778,798,0,1576,1
991,Super built-up  Area,8710000,1300,Keshtopur,1 BHK,Ready To Move,1,NoRidge,2,1997,1998,6,2006,60,82,1407,985,9,9,9,9,9,9,9,1074,0,322,1396,1407,985,0,2392,1
992,Plot  Area,20100000,3000,Madhyamgram,8 Bedroom,Ready To Move,1,OldTown,2,1882,1986,11,2009,70,121,916,826,9,9,9,9,9,9,9,216,0,700,916,916,826,0,1742,1
993,Plot  Area,10050000,1500,Madhyamgram,4 Bedroom,Ready To Move,1,NAmes,1,1964,1993,7,2007,60,80,1020,831,9,9,9,9,9,9,9,536,117,169,822,1020,831,0,1851,1
994,Super built-up  Area,12060000,1800,kalikapur,1 BHK,Ready To Move,1,CollgCr,2,2005,2006,8,2006,60,68,750,750,9,9,9,9,9,9,9,0,0,750,750,750,750,0,1500,1
995,Super built-up  Area,13400000,2000,kalikapur,2 BHK,19-Jan,1,NridgHt,2,2006,2007,7,2009,20,96,1718,0,9,9,9,9,9,9,9,1172,0,528,1700,1718,0,0,1718,1
996,Built-up  Area,33500000,5000,kalikapur,2 BHK,Ready To Move,1,BrkSide,2,1946,1950,8,2006,50,51,774,456,9,9,9,9,9,9,9,384,0,363,747,774,456,0,1230,1
997,Plot  Area,16750000,2500,Kasba,1 Bedroom,Ready To Move,0,NAmes,1,1961,1961,1,2006,20,NA,1050,0,9,9,9,9,9,9,9,915,0,135,1050,1050,0,0,1050,1
998,Plot  Area,10050000,1500,Kasba,3 Bedroom,18-Aug,1,NWAmes,1,1970,1970,2,2009,20,NA,1442,0,9,9,9,9,9,9,9,0,0,1442,1442,1442,0,0,1442,1
999,Built-up  Area,8710000,1300,New Town,2 BHK,Ready To Move,1,IDOTRR,2,1922,1950,5,2006,30,60,1077,0,9,9,9,9,9,9,9,0,0,1007,1007,1077,0,0,1077,1
1000,Super built-up  Area,7035000,1050,Patuli,3 BHK,Ready To Move,1,CollgCr,1,2006,2006,2,2010,20,64,1208,0,9,9,9,9,9,9,9,686,0,501,1187,1208,0,0,1208,1
1001,Super built-up  Area,10720000,1600,New Town,1 BHK,Ready To Move,1,Edwards,2,1952,1952,7,2009,20,74,944,0,9,9,9,9,9,9,9,0,0,0,0,944,0,0,944,1
1002,Super built-up  Area,8040000,1200,New Town,3 BHK,18-Jul,1,OldTown,1,1920,1950,1,2007,30,60,691,0,9,9,9,9,9,9,9,0,0,691,691,691,0,0,691,1
1003,Super built-up  Area,23450000,3500,New Town,2 BHK,Ready To Move,1,Somerst,1,2006,2006,7,2008,20,75,1574,0,9,9,9,9,9,9,9,24,0,1550,1574,1574,0,0,1574,1
1004,Super built-up  Area,9045000,1350,Rajarhat,2 BHK,Ready To Move,1,NWAmes,2,1976,1976,6,2007,90,NA,1680,0,9,9,9,9,9,9,9,0,0,1680,1680,1680,0,0,1680,2
1005,Super built-up  Area,29145000,4350,Bhatenda,3 BHK,Ready To Move,1,Blmngtn,2,2005,2006,5,2009,120,43,1504,0,9,9,9,9,9,9,9,16,0,1330,1346,1504,0,0,1504,1
1006,Super built-up  Area,12730000,1900,New Town,3 BHK,18-May,1,CollgCr,2,1977,1977,11,2008,80,65,985,0,9,9,9,9,9,9,9,595,0,390,985,985,0,0,985,1
1007,Built-up  Area,12060000,1800,New Town,3 BHK,18-Jul,1,NAmes,2,1970,1970,3,2007,20,NA,1657,0,9,9,9,9,9,9,9,1237,0,420,1657,1657,0,0,1657,1
1008,Super built-up  Area,23450000,3500,New Town,3 BHK,Ready To Move,1,MeadowV,2,1970,1970,8,2009,160,21,546,546,9,9,9,9,9,9,9,273,273,0,546,546,546,0,1092,1
1009,Built-up  Area,32160000,4800,Rajarhat,2 Bedroom,Ready To Move,1,Mitchel,1,2004,2005,4,2009,20,43,1710,0,9,9,9,9,9,9,9,0,0,1710,1710,1710,0,0,1710,1
1010,Super built-up  Area,33500000,5000,Behala,2 BHK,Ready To Move,1,SWISU,2,1926,1950,6,2006,50,60,1008,0,9,9,9,9,9,9,9,0,0,1008,1008,1008,0,514,1522,1
1011,Plot  Area,8710000,1300,East Kolkata Township,4 Bedroom,Ready To Move,1,Sawyer,2,1948,1950,8,2008,50,115,720,551,9,9,9,9,9,9,9,0,0,720,720,720,551,0,1271,1
1012,Super built-up  Area,13400000,2000,Bhawanipur,2 BHK,Ready To Move,1,Edwards,2,1965,1965,5,2010,90,75,1664,0,9,9,9,9,9,9,9,0,0,0,0,1664,0,0,1664,2
1013,Built-up  Area,8428600,1258,Tollygunge,2 BHK,Ready To Move,1,Crawfor,2,1923,1996,8,2007,70,55,900,602,9,9,9,9,9,9,9,0,0,602,602,900,602,0,1502,1
1014,Super built-up  Area,12060000,1800,Tollygunge,4 BHK,Ready To Move,0,OldTown,1,1910,2006,6,2009,30,60,1022,0,9,9,9,9,9,9,9,247,465,310,1022,1022,0,0,1022,1
1015,Super built-up  Area,10720000,1600,Budge Budge,3 BHK,21-Dec,0,NAmes,1,1948,1950,11,2007,20,60,1082,0,9,9,9,9,9,9,9,336,0,746,1082,1082,0,0,1082,1
1016,Super built-up  Area,9279500,1385,Kasba,2 BHK,Ready To Move,0,NWAmes,1,2001,2001,11,2009,60,70,810,855,9,9,9,9,9,9,9,643,0,167,810,810,855,0,1665,1
1017,Built-up  Area,16750000,2500,Kasba,1 BHK,Ready To Move,0,CollgCr,2,1996,1996,6,2009,20,73,1504,0,9,9,9,9,9,9,9,690,0,814,1504,1504,0,0,1504,1
